"","date","team","opponent","team_score","opponent_score","tournament","city","country","neutral","team_abrv","opponent_abrv"
"31141",2004-03-10,"Ecuador","Mexico",1,2,"Friendly","Tuxtla Gutiérrez","Mexico",FALSE,"ECU","MEX"
"31142",2004-03-10,"Honduras","Venezuela",1,2,"Friendly","Maracaibo","Venezuela",FALSE,"HON","VEN"
"31143",2004-03-12,"Dominica","Barbados",1,2,"Friendly","Bridgetown","Barbados",FALSE,"DMA","BRB"
"31144",2004-03-13,"Haiti","United States",1,1,"Friendly","Miami","United States",FALSE,"HAI","USA"
"31145",2004-03-14,"Grenada","Guyana",3,1,"FIFA World Cup qualification","Blairmont","Guyana",FALSE,"GRN","GUY"
"31146",2004-03-16,"Panama","Cuba",1,1,"Friendly","Havana","Cuba",FALSE,"PAN","CUB"
"31147",2004-03-17,"Burma","China PR",0,2,"Friendly","Guangzhou","China PR",FALSE,"MMR","CHN"
"31148",2004-03-17,"Indonesia","Malaysia",0,0,"Friendly","Johor Baharu","Malaysia",FALSE,"IDN","MAS"
"31149",2004-03-17,"Turkmenistan","Yemen",2,1,"Friendly","Sana'a","Yemen",FALSE,"TKM","YEM"
"31150",2004-03-18,"Panama","Cuba",0,3,"Friendly","Havana","Cuba",FALSE,"PAN","CUB"
"31151",2004-03-19,"Anguilla","Dominican Republic",0,0,"FIFA World Cup qualification","Santo Domingo","Dominican Republic",FALSE,"AIA","DOM"
"31152",2004-03-20,"British Virgin Islands","Saint Kitts and Nevis",0,4,"Friendly","Basseterre","Saint Kitts and Nevis",FALSE,"VGB","KNA"
"31153",2004-03-21,"Jordan","Bahrain",0,0,"Friendly","Muharraq","Bahrain",FALSE,"JOR","BHR"
"31154",2004-03-21,"Anguilla","Dominican Republic",0,6,"FIFA World Cup qualification","Santo Domingo","Dominican Republic",FALSE,"AIA","DOM"
"31155",2004-03-21,"Bermuda","Montserrat",7,0,"FIFA World Cup qualification","Lookout","Montserrat",FALSE,"BER","MSR"
"31156",2004-03-21,"Antigua and Barbuda","Saint Kitts and Nevis",3,2,"Friendly","Basseterre","Saint Kitts and Nevis",FALSE,"ATG","KNA"
"31157",2004-03-21,"Saint Lucia","Saint Vincent and the Grenadines",1,1,"Friendly","Kingstown","Saint Vincent and the Grenadines",FALSE,"LCA","VCT"
"31158",2004-03-23,"Jordan","Bahrain",2,0,"Friendly","Muharraq","Bahrain",FALSE,"JOR","BHR"
"31159",2004-03-23,"Syria","Lebanon",1,0,"Friendly","Jounieh","Lebanon",FALSE,"SYR","LBN"
"31160",2004-03-26,"Dominica","Bahamas",1,1,"FIFA World Cup qualification","Nassau","Bahamas",FALSE,"DMA","BAH"
"31161",2004-03-26,"Qatar","Libya",0,1,"Friendly","Rome","Italy",TRUE,"QAT","LBY"
"31162",2004-03-26,"Palestine","Syria",1,1,"Friendly","Damascus","Syria",FALSE,"PLE","SYR"
"31163",2004-03-27,"Cayman Islands","Cuba",0,3,"FIFA World Cup qualification","Havana","Cuba",FALSE,"CAY","CUB"
"31164",2004-03-27,"Aruba","Suriname",1,8,"FIFA World Cup qualification","Paramaribo","Suriname",FALSE,"ARU","SUR"
"31165",2004-03-28,"Dominica","Bahamas",3,1,"FIFA World Cup qualification","Nassau","Bahamas",FALSE,"DMA","BAH"
"31166",2004-03-28,"British Virgin Islands","Saint Lucia",0,9,"FIFA World Cup qualification","Vieux Fort","Saint Lucia",FALSE,"VGB","LCA"
"31167",2004-03-30,"Ecuador","Argentina",0,1,"FIFA World Cup qualification","Buenos Aires","Argentina",FALSE,"ECU","ARG"
"31168",2004-03-30,"South Africa","Australia",0,1,"Friendly","London","England",TRUE,"RSA","AUS"
"31169",2004-03-30,"Chile","Bolivia",2,0,"FIFA World Cup qualification","La Paz","Bolivia",FALSE,"CHI","BOL"
"31170",2004-03-30,"Lithuania","Israel",1,2,"Friendly","Ramat-Gan","Israel",FALSE,"LTU","ISR"
"31171",2004-03-31,"Iceland","Albania",1,2,"Friendly","Tirana","Albania",FALSE,"ISL","ALB"
"31172",2004-03-31,"Nicaragua","Bermuda",0,3,"Friendly","Hamilton","Bermuda",FALSE,"NCA","BER"
"31173",2004-03-31,"Russia","Bulgaria",2,2,"Friendly","Sofia","Bulgaria",FALSE,"RUS","BUL"
"31174",2004-03-31,"Turkey","Croatia",2,2,"Friendly","Zagreb","Croatia",FALSE,"TUR","CRO"
"31175",2004-03-31,"Antigua and Barbuda","Curacao",0,3,"FIFA World Cup qualification","Willemstad","Netherlands Antilles",TRUE,"ATG","CUW"
"31176",2004-03-31,"Trinidad and Tobago","Egypt",1,2,"Friendly","Cairo","Egypt",FALSE,"TRI","EGY"
"31177",2004-03-31,"Guatemala","El Salvador",3,0,"Friendly","San Salvador","El Salvador",FALSE,"GUA","SLV"
"31178",2004-03-31,"Belgium","Germany",0,3,"Friendly","Cologne","Germany",FALSE,"BEL","GER"
"31179",2004-03-31,"Switzerland","Greece",0,1,"Friendly","Heraklion","Greece",FALSE,"SUI","GRE"
"31180",2004-03-31,"China PR","Hong Kong",1,0,"FIFA World Cup qualification","Siu Sai Wan","Hong Kong",FALSE,"CHN","HKG"
"31181",2004-03-31,"Oman","India",5,1,"FIFA World Cup qualification","Cochin","India",FALSE,"OMA","IND"
"31182",2004-03-31,"Czech Republic","Republic of Ireland",1,2,"Friendly","Dublin","Republic of Ireland",FALSE,"CZE","IRL"
"31183",2004-03-31,"Honduras","Jamaica",2,2,"Friendly","Kingston","Jamaica",FALSE,"HON","JAM"
"31184",2004-03-31,"Qatar","Jordan",0,1,"FIFA World Cup qualification","Amman","Jordan",FALSE,"QAT","JOR"
"31185",2004-03-31,"United Arab Emirates","North Korea",0,0,"FIFA World Cup qualification","P'yongyang","North Korea",FALSE,"UAE","PRK"
"31186",2004-03-31,"Syria","Kyrgyzstan",1,1,"FIFA World Cup qualification","Bishkek","Kyrgyzstan",FALSE,"SYR","KGZ"
"31187",2004-03-31,"Iran","Laos",7,0,"FIFA World Cup qualification","Vientiane","Laos",FALSE,"IRN","LAO"
"31188",2004-03-31,"Bosnia and Herzegovina","Luxembourg",2,1,"Friendly","Luxembourg","Luxembourg",FALSE,"BIH","LUX"
"31189",2004-03-31,"Ukraine","North Macedonia",0,1,"Friendly","Skopje","North Macedonia",FALSE,"UKR","MKD"
"31190",2004-03-31,"Kuwait","Malaysia",2,0,"FIFA World Cup qualification","Kuantan","Malaysia",FALSE,"KUW","MAS"
"31191",2004-03-31,"South Korea","Maldives",0,0,"FIFA World Cup qualification","Malé","Maldives",FALSE,"KOR","MDV"
"31192",2004-03-31,"Finland","Malta",2,1,"Friendly","Attard","Malta",FALSE,"FIN","MLT"
"31193",2004-03-31,"Costa Rica","Mexico",0,2,"Friendly","Carson","United States",TRUE,"CRC","MEX"
"31194",2004-03-31,"Azerbaijan","Moldova",1,2,"Friendly","Chişinău","Moldova",FALSE,"AZE","MDA"
"31195",2004-03-31,"Angola","Morocco",1,3,"Friendly","Casablanca","Morocco",FALSE,"ANG","MAR"
"31196",2004-03-31,"France","Netherlands",0,0,"Friendly","Rotterdam","Netherlands",FALSE,"FRA","NED"
"31197",2004-03-31,"Iraq","Palestine",1,1,"FIFA World Cup qualification","al-Wakrah","Qatar",TRUE,"IRQ","PLE"
"31198",2004-03-31,"Brazil","Paraguay",0,0,"FIFA World Cup qualification","Asunción","Paraguay",FALSE,"BRA","PAR"
"31199",2004-03-31,"Colombia","Peru",2,0,"FIFA World Cup qualification","Lima","Peru",FALSE,"COL","PER"
"31200",2004-03-31,"United States","Poland",1,0,"Friendly","Płock","Poland",FALSE,"USA","POL"
"31201",2004-03-31,"Italy","Portugal",2,1,"Friendly","Braga","Portugal",FALSE,"ITA","POR"
"31202",2004-03-31,"Romania","Scotland",2,1,"Friendly","Glasgow","Scotland",FALSE,"ROU","SCO"
"31203",2004-03-31,"Norway","Serbia",1,0,"Friendly","Belgrade","Serbia and Montenegro",FALSE,"NOR","SRB"
"31204",2004-03-31,"Japan","Singapore",2,1,"FIFA World Cup qualification","Singapore","Singapore",FALSE,"JPN","SIN"
"31205",2004-03-31,"Austria","Slovakia",1,1,"Friendly","Bratislava","Slovakia",FALSE,"AUT","SVK"
"31206",2004-03-31,"Latvia","Slovenia",1,0,"Friendly","Celje","Slovenia",FALSE,"LVA","SVN"
"31207",2004-03-31,"Denmark","Spain",0,2,"Friendly","Gijón","Spain",FALSE,"DEN","ESP"
"31208",2004-03-31,"Saudi Arabia","Sri Lanka",1,0,"FIFA World Cup qualification","Colombo","Sri Lanka",FALSE,"KSA","SRI"
"31209",2004-03-31,"U.S. Virgin Islands","Saint Kitts and Nevis",0,7,"FIFA World Cup qualification","Basseterre","Saint Kitts and Nevis",FALSE,"VIR","KNA"
"31210",2004-03-31,"England","Sweden",0,1,"Friendly","Gothenburg","Sweden",FALSE,"ENG","SWE"
"31211",2004-03-31,"Bahrain","Tajikistan",0,0,"FIFA World Cup qualification","Dushanbe","Tajikistan",FALSE,"BHR","TJK"
"31212",2004-03-31,"Ivory Coast","Tunisia",2,0,"Friendly","Tunis","Tunisia",FALSE,"CIV","TUN"
"31213",2004-03-31,"Indonesia","Turkmenistan",1,3,"FIFA World Cup qualification","Ashgabat","Turkmenistan",FALSE,"IDN","TKM"
"31214",2004-03-31,"Venezuela","Uruguay",3,0,"FIFA World Cup qualification","Montevideo","Uruguay",FALSE,"VEN","URU"
"31215",2004-03-31,"Lebanon","Vietnam",2,0,"FIFA World Cup qualification","Nam Định","Vietnam",FALSE,"LBN","VIE"
"31216",2004-03-31,"Thailand","Yemen",3,0,"FIFA World Cup qualification","Sana'a","Yemen",FALSE,"THA","YEM"
"31217",2004-04-02,"Nicaragua","Bermuda",1,2,"Friendly","Hamilton","Bermuda",FALSE,"NCA","BER"
"31218",2004-04-03,"Solomon Islands","Vanuatu",2,1,"Friendly","Port Vila","Vanuatu",FALSE,"SOL","VAN"
"31219",2004-04-06,"Solomon Islands","Vanuatu",2,1,"Friendly","Port Vila","Vanuatu",FALSE,"SOL","VAN"
"31220",2004-04-07,"Panama","Honduras",0,0,"Friendly","La Ceiba","Honduras",FALSE,"PAN","HON"
"31221",2004-04-11,"Eswatini","Mozambique",0,2,"Friendly","Maputo","Mozambique",FALSE,"SWZ","MOZ"
"31222",2004-04-14,"China PR","Andorra",0,0,"Friendly","Peralada","Spain",TRUE,"CHN","AND"
"31223",2004-04-18,"Madagascar","Mozambique",0,2,"COSAFA Cup","Maputo","Mozambique",FALSE,"MAD","MOZ"
"31224",2004-04-19,"Syria","Sudan",2,1,"Friendly","Khartoum","Sudan",FALSE,"SYR","SDN"
"31225",2004-04-21,"Syria","Sudan",0,0,"Friendly","Khartoum","Sudan",FALSE,"SYR","SDN"
"31226",2004-04-25,"Japan","Hungary",2,3,"Friendly","Zalaegerszeg","Hungary",FALSE,"JPN","HUN"
"31227",2004-04-27,"Dominican Republic","Curacao",1,3,"Friendly","Willemstad","Netherlands Antilles",FALSE,"DOM","CUW"
"31228",2004-04-28,"China PR","Algeria",1,0,"Friendly","Clermont-Ferrand","France",TRUE,"CHN","ALG"
"31229",2004-04-28,"Turkmenistan","Armenia",0,1,"Friendly","Yerevan","Armenia",FALSE,"TKM","ARM"
"31230",2004-04-28,"Luxembourg","Austria",1,4,"Friendly","Innsbruck","Austria",FALSE,"LUX","AUT"
"31231",2004-04-28,"Lithuania","Belarus",0,1,"Friendly","Minsk","Belarus",FALSE,"LTU","BLR"
"31232",2004-04-28,"Turkey","Belgium",3,2,"Friendly","Brussels","Belgium",FALSE,"TUR","BEL"
"31233",2004-04-28,"Finland","Bosnia and Herzegovina",0,1,"Friendly","Zenica","Bosnia and Herzegovina",FALSE,"FIN","BIH"
"31234",2004-04-28,"Cameroon","Bulgaria",0,3,"Friendly","Sofia","Bulgaria",FALSE,"CMR","BUL"
"31235",2004-04-28,"Peru","Chile",1,1,"Friendly","Antofagasta","Chile",FALSE,"PER","CHI"
"31236",2004-04-28,"Japan","Czech Republic",1,0,"Friendly","Prague","Czech Republic",FALSE,"JPN","CZE"
"31237",2004-04-28,"Scotland","Denmark",0,1,"Friendly","Copenhagen","Denmark",FALSE,"SCO","DEN"
"31238",2004-04-28,"Colombia","El Salvador",2,0,"Friendly","Washington","United States",TRUE,"COL","SLV"
"31239",2004-04-28,"Albania","Estonia",1,1,"Friendly","Tallinn","Estonia",FALSE,"ALB","EST"
"31240",2004-04-28,"Angola","Ghana",1,1,"Friendly","Accra","Ghana",FALSE,"ANG","GHA"
"31241",2004-04-28,"Ecuador","Honduras",1,1,"Friendly","Fort Lauderdale","United States",TRUE,"ECU","HON"
"31242",2004-04-28,"Brazil","Hungary",4,1,"Friendly","Budapest","Hungary",FALSE,"BRA","HUN"
"31243",2004-04-28,"Moldova","Israel",1,1,"Friendly","Ramat-Gan","Israel",FALSE,"MDA","ISR"
"31244",2004-04-28,"Spain","Italy",1,1,"Friendly","Genoa","Italy",FALSE,"ESP","ITA"
"31245",2004-04-28,"Guinea","Ivory Coast",2,4,"Friendly","Chambéry","France",TRUE,"GUI","CIV"
"31246",2004-04-28,"Venezuela","Jamaica",1,2,"Friendly","Kingston","Jamaica",FALSE,"VEN","JAM"
"31247",2004-04-28,"Azerbaijan","Kazakhstan",3,2,"Friendly","Almaty","Kazakhstan",FALSE,"AZE","KAZ"
"31248",2004-04-28,"Paraguay","South Korea",0,0,"Friendly","Incheon","South Korea",FALSE,"PAR","KOR"
"31249",2004-04-28,"Iceland","Latvia",0,0,"Friendly","Riga","Latvia",FALSE,"ISL","LVA"
"31250",2004-04-28,"Croatia","North Macedonia",1,0,"Friendly","Skopje","North Macedonia",FALSE,"CRO","MKD"
"31251",2004-04-28,"Argentina","Morocco",1,0,"Friendly","Casablanca","Morocco",FALSE,"ARG","MAR"
"31252",2004-04-28,"Botswana","Namibia",0,0,"Friendly","Windhoek","Namibia",FALSE,"BOT","NAM"
"31253",2004-04-28,"Greece","Netherlands",0,4,"Friendly","Eindhoven","Netherlands",FALSE,"GRE","NED"
"31254",2004-04-28,"Serbia","Northern Ireland",1,1,"Friendly","Belfast","Northern Ireland",FALSE,"SRB","NIR"
"31255",2004-04-28,"Russia","Norway",2,3,"Friendly","Oslo","Norway",FALSE,"RUS","NOR"
"31256",2004-04-28,"Bermuda","Panama",1,4,"Friendly","Panama City","Panama",FALSE,"BER","PAN"
"31257",2004-04-28,"Republic of Ireland","Poland",0,0,"Friendly","Bydgoszcz","Poland",FALSE,"IRL","POL"
"31258",2004-04-28,"Sweden","Portugal",2,2,"Friendly","Coimbra","Portugal",FALSE,"SWE","POR"
"31259",2004-04-28,"Germany","Romania",1,5,"Friendly","Bucharest","Romania",FALSE,"GER","ROU"
"31260",2004-04-28,"Liechtenstein","San Marino",0,1,"Friendly","Serravalle","San Marino",FALSE,"LIE","SMR"
"31261",2004-04-28,"Slovenia","Switzerland",1,2,"Friendly","Geneva","Switzerland",FALSE,"SVN","SUI"
"31262",2004-04-28,"Mali","Tunisia",0,1,"Friendly","Sfax","Tunisia",FALSE,"MLI","TUN"
"31263",2004-04-28,"Slovakia","Ukraine",1,1,"Friendly","Kyïv","Ukraine",FALSE,"SVK","UKR"
"31264",2004-04-28,"Mexico","United States",0,1,"Friendly","Dallas","United States",FALSE,"MEX","USA"
"31265",2004-04-30,"Jordan","Libya",0,1,"Friendly","Lagos","Nigeria",TRUE,"JOR","LBY"
"31266",2004-04-30,"Bermuda","Nicaragua",0,2,"Friendly","Diriamba","Nicaragua",FALSE,"BER","NCA"
"31267",2004-05-01,"Panama","Guatemala",2,1,"Friendly","Guatemala","Guatemala",FALSE,"PAN","GUA"
"31268",2004-05-01,"Zimbabwe","Zambia",1,1,"Friendly","Lusaka","Zambia",FALSE,"ZIM","ZAM"
"31269",2004-05-02,"Bermuda","Nicaragua",0,2,"Friendly","Estelí","Nicaragua",FALSE,"BER","NCA"
"31270",2004-05-03,"Guernsey","Jersey",0,3,"Friendly","St. Helier","Jersey",FALSE,"GGY","JEY"
"31271",2004-05-05,"Samoa","Cook Islands",0,0,"Friendly","Auckland","New Zealand",TRUE,"SAM","COK"
"31272",2004-05-05,"Haiti","Guatemala",0,1,"Friendly","Guatemala","Guatemala",FALSE,"HAI","GUA"
"31273",2004-05-08,"Saint Vincent and the Grenadines","Grenada",1,1,"Friendly","St. George's","Grenada",FALSE,"VCT","GRN"
"31274",2004-05-09,"Namibia","Angola",1,2,"COSAFA Cup","Luanda","Angola",FALSE,"NAM","ANG"
"31275",2004-05-10,"Vanuatu","Papua New Guinea",1,1,"FIFA World Cup qualification","Apia","Samoa",TRUE,"VAN","PNG"
"31276",2004-05-10,"American Samoa","Samoa",0,4,"FIFA World Cup qualification","Apia","Samoa",FALSE,"ASA","SAM"
"31277",2004-05-10,"Tonga","Solomon Islands",0,6,"FIFA World Cup qualification","Honiara","Solomon Islands",FALSE,"TGA","SOL"
"31278",2004-05-10,"Cook Islands","Tahiti",0,2,"FIFA World Cup qualification","Honiara","Solomon Islands",TRUE,"COK","TAH"
"31279",2004-05-12,"Vanuatu","American Samoa",9,1,"FIFA World Cup qualification","Apia","Samoa",TRUE,"VAN","ASA"
"31280",2004-05-12,"Haiti","El Salvador",3,3,"Friendly","Houston","United States",TRUE,"HAI","SLV"
"31281",2004-05-12,"Papua New Guinea","Fiji",2,4,"FIFA World Cup qualification","Apia","Samoa",TRUE,"PNG","FIJ"
"31282",2004-05-12,"Cook Islands","Solomon Islands",0,5,"FIFA World Cup qualification","Honiara","Solomon Islands",FALSE,"COK","SOL"
"31283",2004-05-12,"New Caledonia","Tahiti",0,0,"FIFA World Cup qualification","Honiara","Solomon Islands",TRUE,"NCL","TAH"
"31284",2004-05-15,"American Samoa","Fiji",0,11,"FIFA World Cup qualification","Apia","Samoa",TRUE,"ASA","FIJ"
"31285",2004-05-15,"Vanuatu","Samoa",3,0,"FIFA World Cup qualification","Apia","Samoa",FALSE,"VAN","SAM"
"31286",2004-05-15,"New Caledonia","Solomon Islands",0,2,"FIFA World Cup qualification","Honiara","Solomon Islands",FALSE,"NCL","SOL"
"31287",2004-05-15,"Cook Islands","Tonga",1,2,"FIFA World Cup qualification","Honiara","Solomon Islands",TRUE,"COK","TGA"
"31288",2004-05-16,"Zambia","Zimbabwe",0,0,"Friendly","Harare","Zimbabwe",FALSE,"ZAM","ZIM"
"31289",2004-05-17,"Papua New Guinea","American Samoa",10,0,"FIFA World Cup qualification","Apia","Samoa",TRUE,"PNG","ASA"
"31290",2004-05-17,"Cook Islands","New Caledonia",0,8,"FIFA World Cup qualification","Honiara","Solomon Islands",TRUE,"COK","NCL"
"31291",2004-05-17,"Fiji","Samoa",4,0,"FIFA World Cup qualification","Apia","Samoa",FALSE,"FIJ","SAM"
"31292",2004-05-17,"Tonga","Tahiti",0,2,"FIFA World Cup qualification","Honiara","Solomon Islands",TRUE,"TGA","TAH"
"31293",2004-05-19,"Jordan","Cyprus",0,0,"Friendly","Nicosia","Cyprus",FALSE,"JOR","CYP"
"31294",2004-05-19,"Vanuatu","Fiji",3,0,"FIFA World Cup qualification","Apia","Samoa",TRUE,"VAN","FIJ"
"31295",2004-05-19,"Tonga","New Caledonia",0,8,"FIFA World Cup qualification","Honiara","Solomon Islands",TRUE,"TGA","NCL"
"31296",2004-05-19,"Papua New Guinea","Samoa",4,1,"FIFA World Cup qualification","Apia","Samoa",FALSE,"PNG","SAM"
"31297",2004-05-19,"Tahiti","Solomon Islands",1,1,"FIFA World Cup qualification","Honiara","Solomon Islands",FALSE,"TAH","SOL"
"31298",2004-05-20,"Togo","Benin",1,0,"Friendly","Cotonou","Benin",FALSE,"TOG","BEN"
"31299",2004-05-20,"Grenada","Cuba",2,2,"Friendly","Havana","Cuba",FALSE,"GRN","CUB"
"31300",2004-05-20,"Brazil","France",0,0,"Friendly","Saint-Denis","France",FALSE,"BRA","FRA"
"31301",2004-05-21,"Turkey","Australia",3,1,"Friendly","Sydney","Australia",FALSE,"TUR","AUS"
"31302",2004-05-22,"Uganda","Sudan",1,2,"Friendly","Khartoum","Sudan",FALSE,"UGA","SDN"
"31303",2004-05-22,"Malawi","Zambia",2,0,"Friendly","Kitwe","Zambia",FALSE,"MWI","ZAM"
"31304",2004-05-23,"Angola","DR Congo",3,1,"Friendly","Kinshasa","DR Congo",FALSE,"ANG","COD"
"31305",2004-05-23,"Saint Vincent and the Grenadines","Saint Kitts and Nevis",2,3,"Friendly","Basseterre","Saint Kitts and Nevis",FALSE,"VCT","KNA"
"31306",2004-05-23,"Benin","Togo",1,1,"Friendly","Lomé","Togo",FALSE,"BEN","TOG"
"31307",2004-05-23,"Iraq","Trinidad and Tobago",0,2,"Friendly","West Bromwich","England",TRUE,"IRQ","TRI"
"31308",2004-05-24,"Turkey","Australia",1,0,"Friendly","Melbourne","Australia",FALSE,"TUR","AUS"
"31309",2004-05-24,"Zimbabwe","Egypt",0,2,"Friendly","Cairo","Egypt",FALSE,"ZIM","EGY"
"31310",2004-05-25,"Russia","Austria",0,0,"Friendly","Graz","Austria",FALSE,"RUS","AUT"
"31311",2004-05-25,"Zambia","Sudan",2,0,"Friendly","Khartoum","Sudan",FALSE,"ZAM","SDN"
"31312",2004-05-26,"Burkina Faso","Benin",0,1,"Friendly","Cotonou","Benin",FALSE,"BFA","BEN"
"31313",2004-05-26,"Bahrain","Lebanon",2,2,"Friendly","Beirut","Lebanon",FALSE,"BHR","LBN"
"31314",2004-05-26,"Botswana","Mozambique",0,0,"Friendly","Maputo","Mozambique",FALSE,"BOT","MOZ"
"31315",2004-05-27,"Scotland","Estonia",1,0,"Friendly","Tallinn","Estonia",FALSE,"SCO","EST"
"31316",2004-05-27,"Israel","Georgia",1,0,"Friendly","Tbilisi","Georgia",FALSE,"ISR","GEO"
"31317",2004-05-27,"Malta","Germany",0,7,"Friendly","Freiburg","Germany",FALSE,"MLT","GER"
"31318",2004-05-27,"Romania","Republic of Ireland",0,1,"Friendly","Dublin","Republic of Ireland",FALSE,"ROU","IRL"
"31319",2004-05-27,"Wales","Norway",0,0,"Friendly","Oslo","Norway",FALSE,"WAL","NOR"
"31320",2004-05-28,"Uzbekistan","Azerbaijan",1,3,"Friendly","Baku","Azerbaijan",FALSE,"UZB","AZE"
"31321",2004-05-28,"Sweden","Finland",3,1,"Friendly","Tampere","Finland",FALSE,"SWE","FIN"
"31322",2004-05-28,"Andorra","France",0,4,"Friendly","Montpellier","France",FALSE,"AND","FRA"
"31323",2004-05-28,"Morocco","Mali",0,0,"Friendly","Bamako","Mali",FALSE,"MAR","MLI"
"31324",2004-05-28,"Uganda","Rwanda",1,1,"Friendly","Kigali","Rwanda",FALSE,"UGA","RWA"
"31325",2004-05-29,"New Zealand","Australia",0,1,"FIFA World Cup qualification","Adelaide","Australia",FALSE,"NZL","AUS"
"31326",2004-05-29,"Slovakia","Croatia",0,1,"Friendly","Rijeka","Croatia",FALSE,"SVK","CRO"
"31327",2004-05-29,"Gabon","Egypt",0,2,"Friendly","Cairo","Egypt",FALSE,"GAB","EGY"
"31328",2004-05-29,"Nigeria","Republic of Ireland",3,0,"Friendly","London","England",TRUE,"NGA","IRL"
"31329",2004-05-29,"Belgium","Netherlands",1,0,"Friendly","Eindhoven","Netherlands",FALSE,"BEL","NED"
"31330",2004-05-29,"Greece","Poland",0,1,"Friendly","Szczecin","Poland",FALSE,"GRE","POL"
"31331",2004-05-29,"Luxembourg","Portugal",0,3,"Friendly","Águeda","Portugal",FALSE,"LUX","POR"
"31332",2004-05-29,"Guinea","Senegal",1,1,"Friendly","Paris","France",TRUE,"GUI","SEN"
"31333",2004-05-29,"Fiji","Tahiti",0,0,"FIFA World Cup qualification","Adelaide","Australia",TRUE,"FIJ","TAH"
"31334",2004-05-29,"Solomon Islands","Vanuatu",1,0,"FIFA World Cup qualification","Adelaide","Australia",TRUE,"SOL","VAN"
"31335",2004-05-30,"Jordan","Algeria",1,1,"Friendly","Annaba","Algeria",FALSE,"JOR","ALG"
"31336",2004-05-30,"Northern Ireland","Barbados",1,1,"Friendly","Bridgetown","Barbados",FALSE,"NIR","BRB"
"31337",2004-05-30,"Libya","Burkina Faso",2,3,"Friendly","Ouagadougou","Burkina Faso",FALSE,"LBY","BFA"
"31338",2004-05-30,"Denmark","Estonia",2,2,"Friendly","Tallinn","Estonia",FALSE,"DEN","EST"
"31339",2004-05-30,"Japan","Iceland",3,2,"Friendly","Manchester","England",TRUE,"JPN","ISL"
"31340",2004-05-30,"Trinidad and Tobago","Scotland",1,4,"Friendly","Edinburgh","Scotland",FALSE,"TRI","SCO"
"31341",2004-05-30,"Martinique","Saint Vincent and the Grenadines",0,2,"Friendly","Kingstown","Saint Vincent and the Grenadines",FALSE,"MTQ","VCT"
"31342",2004-05-30,"Italy","Tunisia",4,0,"Friendly","Radès","Tunisia",FALSE,"ITA","TUN"
"31343",2004-05-30,"Canada","Wales",0,1,"Friendly","Wrexham","Wales",FALSE,"CAN","WAL"
"31344",2004-05-31,"Tahiti","Australia",0,9,"FIFA World Cup qualification","Adelaide","Australia",FALSE,"TAH","AUS"
"31345",2004-05-31,"Vanuatu","Fiji",0,1,"FIFA World Cup qualification","Adelaide","Australia",TRUE,"VAN","FIJ"
"31346",2004-05-31,"Eswatini","Mozambique",1,1,"Friendly","Maputo","Mozambique",FALSE,"SWZ","MOZ"
"31347",2004-05-31,"Solomon Islands","New Zealand",0,3,"FIFA World Cup qualification","Adelaide","Australia",TRUE,"SOL","NZL"
"31348",2004-05-31,"Jamaica","Nigeria",0,2,"Friendly","London","England",TRUE,"JAM","NGA"
"31349",2004-05-31,"Maldives","Oman",0,3,"Friendly","Muscat","Oman",FALSE,"MDV","OMA"
"31350",2004-05-31,"Turkmenistan","Qatar",0,5,"Friendly","Doha","Qatar",FALSE,"TKM","QAT"
"31351",2004-05-31,"Bahrain","United Arab Emirates",3,2,"Friendly","Dubai","United Arab Emirates",FALSE,"BHR","UAE"
"31352",2004-06-01,"Paraguay","Bolivia",1,2,"FIFA World Cup qualification","La Paz","Bolivia",FALSE,"PAR","BOL"
"31353",2004-06-01,"Hungary","China PR",1,2,"Friendly","Tianjin","China PR",FALSE,"HUN","CHN"
"31354",2004-06-01,"Japan","England",1,1,"Friendly","Manchester","England",FALSE,"JPN","ENG"
"31355",2004-06-01,"Syria","Kuwait",1,0,"Friendly","Kuwait City","Kuwait",FALSE,"SYR","KUW"
"31356",2004-06-01,"Faroe Islands","Netherlands",0,3,"Friendly","Lausanne","Switzerland",TRUE,"FRO","NED"
