pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
FF,2020-08-05,91.5,2.39,5.7,Hyun Jin Ryu,594807,547943,null,ball,,,,,11,null,R,R,L,ATL,TOR,B,null,null,2,2,2020,0.8,1.1,-1.06,3.11,null,null,null,2,4,Bot,null,null,,,643376,,null,-10.5666481,-132.873169,-3.072680229,12.11788065,27.44497842,-18.5166577,3.43,1.67,null,null,null,92.2,2053,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.75,null,null,null,null,null,null,null,30,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard
CH,2020-08-05,81.6,2.38,5.65,Hyun Jin Ryu,594807,547943,null,ball,,,,,14,null,R,R,L,ATL,TOR,B,null,null,1,2,2020,1.2,0.5,0.41,0.53,null,null,null,2,4,Bot,null,null,,,643376,,null,-6.767262226,-118.5053381,-5.960073733,12.52221193,22.700331,-26.32104604,3.4,1.62,null,null,null,82.3,1568,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.63,null,null,null,null,null,null,null,30,4,Changeup,0,1,0,1,1,0,0,1,Infield shift,Standard
CH,2020-08-05,82,2.4,5.68,Hyun Jin Ryu,594807,547943,null,ball,,,,,14,null,R,R,L,ATL,TOR,B,null,null,0,2,2020,1.1,0.5,1.32,1.63,null,null,null,2,4,Bot,null,null,,,643376,,null,-4.633309644,-119.4083798,-3.53040295,11.53309556,22.85931186,-27.29087854,3.4,1.57,null,null,null,82.9,1502,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.7,null,null,null,null,null,null,null,30,3,Changeup,0,1,0,1,1,0,0,1,Infield shift,Standard
FC,2020-08-05,87.2,2.25,5.9,Hyun Jin Ryu,594807,547943,null,swinging_strike,,,,,2,null,R,R,L,ATL,TOR,S,null,null,0,1,2020,0.1,0.9,0.21,3.22,null,null,null,2,4,Bot,null,null,,,643376,,null,-5.181831111,-127.0098675,-2.197579205,2.232560455,22.88631798,-22.2325936,3.41,1.56,null,null,null,88.3,1997,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.85,null,null,null,null,null,null,null,30,2,Cutter,0,1,0,1,1,0,0,1,Infield shift,Standard
FF,2020-08-05,90.3,2.23,5.8,Hyun Jin Ryu,594807,547943,null,called_strike,,,,,4,null,R,R,L,ATL,TOR,S,null,null,0,0,2020,1,1,-0.66,2.38,null,null,null,2,4,Bot,null,null,,,643376,,null,-9.325068227,-131.2346329,-4.779763356,13.15653753,26.46482083,-19.64700014,3.4,1.64,null,null,null,91.2,2019,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.69,null,null,null,null,null,null,null,30,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard
CH,2020-08-05,81.8,2.4,5.66,Hyun Jin Ryu,518595,547943,strikeout,swinging_strike,,,,,14,Travis d'Arnaud strikes out swinging.  ,R,R,L,ATL,TOR,S,2,null,1,2,2020,1.1,0.7,1.07,2.43,null,null,null,1,4,Bot,null,null,,,643376,,null,-5.144194078,-118.9754095,-2.065382943,11.42719182,24.39863463,-25.19470158,3.47,1.59,null,null,null,82.1,1568,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.8,null,null,0,1,0,0,null,29,4,Changeup,0,1,0,1,1,0,0,1,Standard,Standard
FC,2020-08-05,86.3,2.34,5.85,Hyun Jin Ryu,518595,547943,null,foul,,,,,5,null,R,R,L,ATL,TOR,S,null,null,1,1,2020,0,0.5,-0.16,2.24,null,null,null,1,4,Bot,null,null,,,643376,,null,-6.05514058,-125.6043383,-3.499451699,1.463977905,23.5984466,-26.0827379,3.47,1.59,null,null,null,87.4,2008,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.72,null,null,null,null,null,null,null,29,3,Cutter,0,1,0,1,1,0,0,1,Standard,Standard
FC,2020-08-05,87.8,2.3,5.84,Hyun Jin Ryu,518595,547943,null,ball,,,,,13,null,R,R,L,ATL,TOR,B,null,null,0,1,2020,0,0.7,-0.24,-0.13,null,null,null,1,4,Bot,null,null,,,643376,,null,-6.17491865,-127.5935184,-9.991369155,1.038083793,23.09837872,-22.37765419,3.38,1.6,null,null,null,89,1985,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.68,null,null,null,null,null,null,null,29,2,Cutter,0,1,0,1,1,0,0,1,Standard,Standard
CH,2020-08-05,80.7,2.48,5.69,Hyun Jin Ryu,518595,547943,null,swinging_strike,,,,,9,null,R,R,L,ATL,TOR,S,null,null,0,0,2020,0.9,0.3,0.28,1.53,null,null,null,1,4,Bot,null,null,,,643376,,null,-6.717374588,-117.4180367,-3.162569351,9.823201455,22.06478848,-29.16660836,3.47,1.59,null,null,null,81.4,1483,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.77,null,null,null,null,null,null,null,29,1,Changeup,0,1,0,1,1,0,0,1,Standard,Standard
CH,2020-08-05,81.5,2.54,5.6,Hyun Jin Ryu,542303,547943,field_out,hit_into_play,,,,,9,"Marcell Ozuna grounds out sharply, shortstop Bo Bichette to first baseman Vladimir Guerrero Jr. ",R,R,L,ATL,TOR,X,6,ground_ball,2,2,2020,1.2,0,0.51,1.66,null,null,null,0,4,Bot,90.02,135.55,,,643376,,null,-6.830334803,-118.4851415,-2.3683991,12.22861663,21.97481751,-31.4776052,3.41,1.56,115,104.2,6,82.3,1421,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.7,0.564,0.508,0,1,0,0,4,28,5,Changeup,0,1,0,1,1,0,0,1,Infield shift,Standard
CH,2020-08-05,81.9,2.5,5.63,Hyun Jin Ryu,542303,547943,null,swinging_strike,,,,,14,null,R,R,L,ATL,TOR,S,null,null,2,1,2020,1.1,0.2,0.45,0.88,null,null,null,0,4,Bot,null,null,,,643376,,null,-6.852755934,-119.1656582,-4.59197368,11.81415939,21.64752032,-29.82814516,3.41,1.56,null,null,null,83,1427,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.61,null,null,null,null,null,null,null,28,4,Changeup,0,1,0,1,1,0,0,1,Infield shift,Standard
FC,2020-08-05,86.3,2.21,6,Hyun Jin Ryu,542303,547943,null,ball,,,,,12,null,R,R,L,ATL,TOR,B,null,null,1,1,2020,0.2,0.7,0.57,3.8,null,null,null,0,4,Bot,null,null,,,643376,,null,-4.264308532,-125.6914199,-0.560063472,2.58721428,23.60144,-24.40535225,3.45,1.57,null,null,null,87.1,2021,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.9,null,null,null,null,null,null,null,28,3,Cutter,0,1,0,1,1,0,0,1,Infield shift,Standard
FC,2020-08-05,87.2,2.32,5.91,Hyun Jin Ryu,542303,547943,null,ball,,,,,14,null,R,R,L,ATL,TOR,B,null,null,0,1,2020,0.3,0.9,1.78,1.91,null,null,null,0,4,Bot,null,null,,,643376,,null,-2.005617382,-126.9822318,-5.417145119,4.012835801,23.73308765,-21.50652378,3.47,1.64,null,null,null,88.3,1995,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.78,null,null,null,null,null,null,null,28,2,Cutter,0,1,0,1,1,0,0,1,Infield shift,Standard
CH,2020-08-05,79.7,2.61,5.67,Hyun Jin Ryu,542303,547943,null,called_strike,,,,,14,null,R,R,L,ATL,TOR,S,null,null,0,0,2020,1.1,0,1,1.46,null,null,null,0,4,Bot,null,null,,,643376,,null,-5.600950611,-116.0033826,-2.598806176,10.86075129,21.34063069,-31.51353346,3.52,1.64,null,null,null,80.3,1382,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.85,null,null,null,null,null,null,null,28,1,Changeup,0,1,0,1,1,0,0,1,Infield shift,Standard
FC,2020-08-05,86.2,2.27,5.92,Hyun Jin Ryu,621020,547943,field_out,hit_into_play,,,,,2,Dansby Swanson flies out to right fielder Teoscar Hernandez.  ,R,R,L,ATL,TOR,X,9,fly_ball,0,2,2020,0,0.7,0.13,3.21,null,null,660670,2,3,Bot,215.27,104.86,,,643376,,null,-5.081113812,-125.63991,-1.718487071,0.660058144,22.00072307,-24.66096583,3.41,1.56,322,91.7,43,87.4,2062,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.81,0,0,0,1,0,0,3,23,5,Cutter,0,1,0,1,1,0,0,1,Standard,Standard
FF,2020-08-05,89.4,2.3,5.81,Hyun Jin Ryu,621020,547943,null,foul,,,,,3,null,R,R,L,ATL,TOR,S,null,null,0,2,2020,1,1.3,0.79,3.45,null,null,660670,2,3,Bot,null,null,,,643376,,null,-5.876479567,-130.0447879,-2.506151233,12.56143976,27.95103501,-17.29164902,3.41,1.56,228,74.2,29,89.9,2111,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.85,null,null,null,null,null,null,null,23,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
FC,2020-08-05,86.2,2.31,5.98,Hyun Jin Ryu,621020,547943,null,foul,,,,,1,null,R,R,L,ATL,TOR,S,null,null,0,2,2020,0.2,0.9,-0.38,3.04,null,null,660670,2,3,Bot,null,null,,,643376,,null,-6.927683133,-125.4475954,-2.746546401,3.796145948,21.71704066,-21.89721777,3.41,1.56,7,76.6,-27,87.4,2019,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.81,null,null,null,null,null,null,null,23,3,Cutter,0,1,0,1,1,0,0,1,Standard,Standard
CH,2020-08-05,80.1,2.51,5.67,Hyun Jin Ryu,621020,547943,null,called_strike,,,,,14,null,R,R,L,ATL,TOR,S,null,null,0,1,2020,1.1,0.6,0.83,1.49,null,null,660670,2,3,Bot,null,null,,,643376,,null,-5.892276657,-116.5413042,-3.763523646,11.41904547,20.1559015,-25.98525962,3.59,1.68,null,null,null,81.2,1477,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.65,null,null,null,null,null,null,null,23,2,Changeup,0,1,0,1,1,0,0,1,Standard,Standard
CH,2020-08-05,79.4,2.51,5.7,Hyun Jin Ryu,621020,547943,null,swinging_strike,,,,,8,null,R,R,L,ATL,TOR,S,null,null,0,0,2020,1.2,0.6,0.02,1.45,null,null,660670,2,3,Bot,null,null,,,643376,,null,-7.782622274,-115.4740566,-3.625245567,12.24703254,20.11712469,-26.75139804,3.41,1.56,null,null,null,80.4,1522,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.63,null,null,null,null,null,null,null,23,1,Changeup,0,1,0,1,1,0,0,1,Standard,Standard
CH,2020-08-05,80.5,2.58,5.62,Hyun Jin Ryu,660670,547943,walk,ball,,,,,12,Ronald Acuna walks.  ,R,R,L,ATL,TOR,B,null,null,3,2,2020,1.1,0.4,1.89,3.06,null,null,null,2,3,Bot,null,null,,,643376,,null,-3.709844064,-117.1896704,0.189813714,11.04131182,21.47095422,-28.59175451,3.55,1.69,null,null,null,81.5,1462,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.66,null,null,0.7,1,0,0,null,22,6,Changeup,0,1,0,1,1,0,0,1,Infield shift,Standard
FC,2020-08-05,86.9,2.16,5.92,Hyun Jin Ryu,660670,547943,null,ball,,,,,4,null,R,R,L,ATL,TOR,B,null,null,2,2,2020,0,0.6,-0.77,2.5,null,null,null,2,3,Bot,null,null,,,643376,,null,-7.011054535,-126.5724469,-3.475842544,0.857578759,22.17458403,-24.68662545,3.48,1.73,null,null,null,88.4,1997,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.66,null,null,null,null,null,null,null,22,5,Cutter,0,1,0,1,1,0,0,1,Infield shift,Standard
CH,2020-08-05,79.9,2.6,5.7,Hyun Jin Ryu,660670,547943,null,ball,,,,,14,null,R,R,L,ATL,TOR,B,null,null,1,2,2020,1.2,0.5,1.62,1.17,null,null,null,2,3,Bot,null,null,,,643376,,null,-4.438094323,-116.394114,-4.226462738,11.71905927,19.71206627,-27.43890688,3.55,1.74,null,null,null,80.8,1481,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.86,null,null,null,null,null,null,null,22,4,Changeup,0,1,0,1,1,0,0,1,Infield shift,Standard
CU,2020-08-05,71.8,2.04,5.96,Hyun Jin Ryu,660670,547943,null,ball,,,,,13,null,R,R,L,ATL,TOR,B,null,null,0,2,2020,-1.2,-1.1,-0.63,0.65,null,null,null,2,3,Bot,null,null,,,643376,,null,-3.301019422,-104.4337444,-1.001626873,-7.904507449,20.32465818,-40.33089983,3.47,1.67,null,null,null,71.9,2560,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.76,null,null,null,null,null,null,null,22,3,Curveball,0,1,0,1,1,0,0,1,Infield shift,Standard
FC,2020-08-05,87.3,2.27,5.92,Hyun Jin Ryu,660670,547943,null,foul_tip,,,,,5,null,R,R,L,ATL,TOR,S,null,null,0,1,2020,0.1,1,-0.25,2.36,null,null,null,2,3,Bot,null,null,,,643376,,null,-6.441735617,-127.0453019,-4.613380836,2.833275975,23.84132723,-20.21940312,3.37,1.53,null,null,null,88.3,2052,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.78,null,null,null,null,null,null,null,22,2,Cutter,0,1,0,1,1,0,0,1,Infield shift,Standard
SI,2020-08-05,90.8,2.53,5.66,Hyun Jin Ryu,660670,547943,null,called_strike,,,,,14,null,R,R,L,ATL,TOR,S,null,null,0,0,2020,1.4,0.7,0.97,1.91,null,null,null,2,3,Bot,null,null,,,643376,,null,-7.02838605,-132.0412146,-4.896774133,18.21008316,27.69729,-23.66334002,3.56,1.68,null,null,null,91.6,1958,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.73,null,null,null,null,null,null,null,22,1,Sinker,0,1,0,1,1,0,0,1,Infield shift,Standard
FC,2020-08-05,85.6,2.56,5.84,Hyun Jin Ryu,542255,547943,field_out,hit_into_play,,,,,7,"Ender Inciarte grounds out, second baseman Cavan Biggio to first baseman Vladimir Guerrero Jr. ",R,L,L,ATL,TOR,X,4,ground_ball,1,0,2020,-0.2,0.5,-0.34,1.92,null,null,null,1,3,Bot,144.21,140.85,,,643376,,null,-6.534613043,-124.6363815,-4.005179735,-0.739522886,23.08960877,-26.75925242,3.32,1.51,9,85,-15,86.7,1998,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.73,0.1,0.09,0,1,0,0,2,21,2,Cutter,0,1,0,1,1,0,0,1,Strategic,Standard
FF,2020-08-05,89.8,2.34,5.75,Hyun Jin Ryu,542255,547943,null,ball,,,,,13,null,R,L,L,ATL,TOR,B,null,null,0,0,2020,0.7,1.2,-0.99,1.15,null,null,null,1,3,Bot,null,null,,,643376,,null,-9.831608808,-130.2032067,-7.92729695,10.29173709,26.77450824,-17.27988661,3.3,1.49,null,null,null,90.5,1965,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.65,null,null,null,null,null,null,null,21,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Strategic,Standard
CH,2020-08-05,79.3,2.64,5.76,Hyun Jin Ryu,518586,547943,field_out,hit_into_play,,,,,9,"Charlie Culberson grounds out sharply, second baseman Cavan Biggio to first baseman Vladimir Guerrero Jr. ",R,R,L,ATL,TOR,X,4,ground_ball,1,2,2020,0.7,1.1,0.64,1.76,null,null,null,0,3,Bot,136.77,138.5,,,643376,,null,-5.679632226,-115.3840962,-4.038099639,7.130944527,20.27224987,-21.96322328,3.41,1.56,5,100.1,-21,79.9,1559,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.9,0.121,0.109,0,1,0,0,2,20,5,Changeup,0,1,0,1,1,0,0,1,Standard,Standard
FC,2020-08-05,86.7,2.27,5.88,Hyun Jin Ryu,518586,547943,null,foul,,,,,2,null,R,R,L,ATL,TOR,S,null,null,1,2,2020,0,0.8,-0.02,3.21,null,null,null,0,3,Bot,null,null,,,643376,,null,-5.537259707,-126.2601466,-1.865067937,1.170263799,22.55673535,-23.64074355,3.41,1.56,181,66.2,54,87.8,2010,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.86,null,null,null,null,null,null,null,20,4,Cutter,0,1,0,1,1,0,0,1,Standard,Standard
CH,2020-08-05,78.9,2.56,5.77,Hyun Jin Ryu,518586,547943,null,ball,,,,,12,null,R,R,L,ATL,TOR,B,null,null,0,2,2020,0.9,0.6,1.58,2.55,null,null,null,0,3,Bot,null,null,,,643376,,null,-3.743279553,-114.8707779,-1.252916958,8.263718184,21.58985619,-27.09283632,3.28,1.57,null,null,null,79.3,1395,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.94,null,null,null,null,null,null,null,20,3,Changeup,0,1,0,1,1,0,0,1,Standard,Standard
CH,2020-08-05,78.3,2.48,5.89,Hyun Jin Ryu,518586,547943,null,swinging_strike,,,,,12,null,R,R,L,ATL,TOR,S,null,null,0,1,2020,1,0.5,1.68,2.69,null,null,null,0,3,Bot,null,null,,,643376,,null,-3.585243482,-114.0111731,-1.03894597,9.3452402,21.13918521,-27.48651308,3.41,1.56,null,null,null,78.7,1593,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.94,null,null,null,null,null,null,null,20,2,Changeup,0,1,0,1,1,0,0,1,Standard,Standard
FC,2020-08-05,85.3,2.22,6,Hyun Jin Ryu,518586,547943,null,swinging_strike,,,,,2,null,R,R,L,ATL,TOR,S,null,null,0,0,2020,-0.1,0.8,-0.23,2.95,null,null,null,0,3,Bot,null,null,,,643376,,null,-5.694265869,-124.2787824,-2.652138497,0.444800281,22.39590288,-23.18101768,3.41,1.56,null,null,null,86.2,1961,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.91,null,null,null,null,null,null,null,20,1,Cutter,0,1,0,1,1,0,0,1,Standard,Standard
CH,2020-08-05,80,2.53,5.67,Hyun Jin Ryu,622666,547943,strikeout,swinging_strike_blocked,,,,,14,Johan Camargo strikes out swinging.  ,R,R,L,ATL,TOR,S,2,null,1,2,2020,1.1,0.3,0.73,0.55,null,594807,null,2,2,Bot,null,null,,,643376,,null,-6.155900911,-116.2899199,-5.214583418,11.26985596,21.04307511,-28.63836001,3.37,1.53,null,null,null,81.1,1438,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.5,null,null,0,1,0,0,null,15,4,Changeup,0,1,0,1,1,0,0,1,Standard,Standard
FF,2020-08-05,89.7,2.23,5.92,Hyun Jin Ryu,622666,547943,null,called_strike,,,,,4,null,R,R,L,ATL,TOR,S,null,null,1,1,2020,0.7,1.1,-0.52,2.98,null,594807,null,2,2,Bot,null,null,,,643376,,null,-8.438142898,-130.411996,-3.710637109,10.14743375,26.85835621,-18.61603935,3.62,1.77,null,null,null,90.7,2023,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.6,null,null,null,null,null,null,null,15,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
FC,2020-08-05,86.7,2.24,5.94,Hyun Jin Ryu,622666,547943,null,swinging_strike,,,,,2,null,R,R,L,ATL,TOR,S,null,null,1,0,2020,0.4,0.6,-0.08,3.15,null,594807,null,2,2,Bot,null,null,,,643376,,null,-6.329950271,-126.2724683,-1.774359329,4.932679439,22.40381391,-25.6323442,3.37,1.53,null,null,null,87.9,2005,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.77,null,null,null,null,null,null,null,15,2,Cutter,0,1,0,1,1,0,0,1,Standard,Standard
SI,2020-08-05,89.8,2.27,5.76,Hyun Jin Ryu,622666,547943,null,ball,,,,,14,null,R,R,L,ATL,TOR,B,null,null,0,0,2020,1.4,0.8,0.09,0.91,null,594807,null,2,2,Bot,null,null,,,643376,,null,-8.337714211,-130.4183328,-7.787079711,17.17133275,25.56730292,-21.59473927,3.75,1.81,null,null,null,90.8,1990,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.64,null,null,null,null,null,null,null,15,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard
CH,2020-08-05,79.4,2.49,5.74,Hyun Jin Ryu,663586,547943,strikeout,swinging_strike,,,,,13,Austin Riley strikes out swinging.  ,R,R,L,ATL,TOR,S,2,null,2,2,2020,0.7,0.9,-0.19,1.18,null,594807,null,1,2,Bot,null,null,,,643376,,null,-7.268728586,-115.4199293,-4.954780637,7.607026276,19.59121123,-23.52696781,3.49,1.6,null,null,null,80.4,1400,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.64,null,null,0,1,0,0,null,14,5,Changeup,0,1,0,1,1,0,0,1,Standard,Standard
CH,2020-08-05,79.4,2.86,5.74,Hyun Jin Ryu,663586,547943,null,ball,,,,,14,null,R,R,L,ATL,TOR,B,null,null,1,2,2020,1.1,0.1,0.84,0.34,null,null,594807,1,2,Bot,null,null,,,643376,,null,-6.539546623,-115.3914525,-5.310484349,10.93341764,20.24877486,-30.4898084,3.5,1.61,null,null,null,80.5,1488,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.53,null,null,null,null,null,null,null,14,4,Changeup,0,1,0,1,1,0,0,1,Standard,Standard
CH,2020-08-05,79.5,2.57,5.74,Hyun Jin Ryu,663586,547943,null,swinging_strike,,,,,14,null,R,R,L,ATL,TOR,S,null,null,1,1,2020,1,0,0.29,0.79,null,null,594807,1,2,Bot,null,null,,,643376,,null,-6.999782251,-115.5326078,-4.112191678,10.54053695,20.62025931,-31.70045493,3.49,1.6,null,null,null,80.3,1441,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.68,null,null,null,null,null,null,null,14,3,Changeup,0,1,0,1,1,0,0,1,Standard,Standard
CH,2020-08-05,79.7,2.56,5.8,Hyun Jin Ryu,663586,547943,null,swinging_strike,,,,,13,null,R,R,L,ATL,TOR,S,null,null,1,0,2020,0.9,0.4,0,0.9,null,null,594807,1,2,Bot,null,null,,,643376,,null,-7.421318312,-115.7956056,-4.725416365,9.77872105,21.11710149,-28.2431909,3.49,1.6,null,null,null,80.2,1569,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.81,null,null,null,null,null,null,null,14,2,Changeup,0,1,0,1,1,0,0,1,Standard,Standard
FC,2020-08-05,86.4,2.51,5.92,Hyun Jin Ryu,663586,547943,null,ball,,,,,14,null,R,R,L,ATL,TOR,B,null,null,0,0,2020,-0.2,0.6,1.2,1.62,null,null,594807,1,2,Bot,null,null,,,643376,,null,-2.833526637,-125.8903615,-5.488297073,-1.249883967,22.04103105,-24.41805691,3.55,1.64,null,null,null,87.6,2133,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.83,null,null,null,null,null,null,null,14,1,Cutter,0,1,0,1,1,0,0,1,Standard,Standard
FF,2020-08-05,90.7,2.22,5.86,Hyun Jin Ryu,594807,547943,single,hit_into_play_no_out,,,,,2,Adam Duvall singles on a ground ball to third baseman Brandon Drury.  ,R,R,L,ATL,TOR,X,5,ground_ball,1,2,2020,0.8,1,0.16,3.43,null,null,null,1,2,Bot,76.24,141.22,,,643376,,null,-6.817690607,-132.0188251,-2.395927317,10.24881133,26.81937979,-19.81984494,3.41,1.56,8,85.8,-27,91.3,2020,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.95,0.057,0.051,0.9,1,1,0,2,13,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard
CH,2020-08-05,79.1,2.48,5.76,Hyun Jin Ryu,594807,547943,null,foul,,,,,9,null,R,R,L,ATL,TOR,S,null,null,1,1,2020,1.1,0.3,0.59,1.68,null,null,null,1,2,Bot,null,null,,,643376,,null,-6.224375244,-115.0408952,-2.710102194,10.91026367,20.29577932,-29.08593621,3.41,1.56,11,76.1,-10,79.8,1517,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.8,null,null,null,null,null,null,null,13,3,Changeup,0,1,0,1,1,0,0,1,Infield shift,Standard
FC,2020-08-05,87,2.23,6.02,Hyun Jin Ryu,594807,547943,null,foul,,,,,4,null,R,R,L,ATL,TOR,S,null,null,1,0,2020,-0.2,0.8,-0.66,2.64,null,null,null,1,2,Bot,null,null,,,643376,,null,-6.598318964,-126.6448913,-3.612496079,-0.77393686,22.5909914,-23.26336295,3.41,1.56,7,87.2,-24,87.9,1918,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.96,null,null,null,null,null,null,null,13,2,Cutter,0,1,0,1,1,0,0,1,Infield shift,Standard
CU,2020-08-05,70.2,2.17,6.07,Hyun Jin Ryu,594807,547943,null,ball,,,,,12,null,R,R,L,ATL,TOR,B,null,null,0,0,2020,-1,-1.3,1.37,2.67,null,null,null,1,2,Bot,null,null,,,643376,,null,0.030324216,-102.1024619,3.203861021,-6.652662933,17.89699362,-41.67486154,3.33,1.57,null,null,null,70.1,2416,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,54.08,null,null,null,null,null,null,null,13,1,Curveball,0,1,0,1,1,0,0,1,Infield shift,Standard
FF,2020-08-05,88.5,2.26,5.98,Hyun Jin Ryu,518595,547943,field_out,hit_into_play,,,,,5,"Travis d'Arnaud grounds out, third baseman Brandon Drury to first baseman Vladimir Guerrero Jr. ",R,R,L,ATL,TOR,X,5,ground_ball,0,1,2020,0.8,1,0.07,2.24,null,null,null,0,2,Bot,97.71,167.59,,,643376,,null,-7.153705729,-128.7001304,-5.126096294,10.88025812,25.35714416,-20.438454,3.47,1.59,5,65.9,-37,89.2,1994,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.86,0.136,0.136,0,1,0,0,2,12,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
FC,2020-08-05,82.3,2.32,6.13,Hyun Jin Ryu,518595,547943,null,called_strike,,,,,12,null,R,R,L,ATL,TOR,S,null,null,0,0,2020,-0.3,0.5,0.95,2.61,null,null,null,0,2,Bot,null,null,,,643376,,null,-2.497163833,-119.9201241,-2.59250767,-2.679385105,20.46089837,-26.69473142,3.47,1.65,null,null,null,83,1967,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,54.06,null,null,null,null,null,null,null,12,1,Cutter,0,1,0,1,1,0,0,1,Standard,Standard
CH,2020-08-05,80.1,2.54,5.73,Hyun Jin Ryu,542303,547943,strikeout,swinging_strike,,,,,14,Marcell Ozuna strikes out swinging.  ,R,R,L,ATL,TOR,S,2,null,3,2,2020,1.3,0.5,0.86,1.74,null,null,null,2,1,Bot,null,null,,,643376,,null,-6.227952541,-116.5469793,-2.979027093,13.14774162,22.18963628,-27.57592525,3.41,1.56,null,null,null,80.6,1608,,630307,547943,643376,665489,624415,592273,666182,666971,546990,606192,53.86,null,null,0,1,0,0,null,6,6,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
