pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CU,2020-09-13,75.5,2.27,6.15,Hyun Jin Ryu,643446,547943,null,foul,,,,,4,null,R,L,L,TOR,NYM,S,null,null,0,2,2020,-0.8,-1.2,-0.7,2.54,null,null,null,0,1,Top,null,null,,,643376,,null,-4.736576536,-109.7932208,1.76069404,-5.76738304,19.63227054,-42.4352928,3.45,1.68,198,68,46,75.4,2527,,630875,547943,643376,665489,542340,624415,669289,666971,545341,641505,54.21,null,null,null,null,null,null,null,1,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
CU,2020-09-13,73.4,2.25,6.11,Hyun Jin Ryu,643446,547943,null,swinging_strike,,,,,14,null,R,L,L,TOR,NYM,S,null,null,0,1,2020,-1,-1.2,0.07,1.42,null,null,null,0,1,Top,null,null,,,643376,,null,-2.6882246,-106.9354875,-0.184055445,-7.265395066,17.52682581,-41.49099477,3.45,1.68,null,null,null,73.5,2497,,630875,547943,643376,665489,542340,624415,669289,666971,545341,641505,54.33,null,null,null,null,null,null,null,1,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2020-09-13,88.4,2.47,6.04,Hyun Jin Ryu,643446,547943,null,called_strike,,,,,4,null,R,L,L,TOR,NYM,S,null,null,0,0,2020,0.6,1.1,-0.59,2.87,null,null,null,0,1,Top,null,null,,,643376,,null,-8.783032592,-128.5480524,-4.024319135,8.701849098,23.30734116,-19.17924979,3.56,1.68,null,null,null,88.9,1971,,630875,547943,643376,665489,542340,624415,669289,666971,545341,641505,54.14,null,null,null,null,null,null,null,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CH,2020-09-07,78.6,2.64,5.66,Hyun Jin Ryu,609280,547943,strikeout,foul_tip,,,,,9,Miguel Andujar strikes out on a foul tip.  ,R,R,L,TOR,NYY,S,2,null,1,2,2020,1,0.6,0.73,1.47,640449,null,650402,2,5,Top,null,null,,,643376,,null,-6.037734178,-114.3641034,-3.362301283,9.917128602,19.91972206,-26.64138903,3.23,1.55,null,null,null,79.2,1472,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.92,null,null,0,1,0,0,null,45,5,Changeup,2,5,5,2,5,2,5,2,Standard,Strategic
CU,2020-09-07,73.2,2.04,6.13,Hyun Jin Ryu,609280,547943,null,foul,,,,,13,null,R,R,L,TOR,NYY,S,null,null,1,2,2020,-1,-1.2,-1,1.39,640449,null,650402,2,5,Top,null,null,,,643376,,null,-4.326882973,-106.4930542,-0.138831673,-7.114554642,19.78624978,-41.2657487,3.23,1.55,6,62.1,-34,73.2,2585,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.01,null,null,null,null,null,null,null,45,4,Curveball,2,5,5,2,5,2,5,2,Standard,Strategic
CU,2020-09-07,73.4,2.08,6.14,Hyun Jin Ryu,609280,547943,null,ball,,,,,13,null,R,R,L,TOR,NYY,B,null,null,0,2,2020,-0.8,-1.1,-1.36,1.28,640449,null,650402,2,5,Top,null,null,,,643376,,null,-5.536746564,-106.7705364,-0.559974864,-5.330941028,19.33741821,-40.73315861,3.27,1.57,null,null,null,73.5,2589,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.02,null,null,null,null,null,null,null,45,3,Curveball,2,5,5,2,5,2,5,2,Standard,Strategic
CH,2020-09-07,78.2,2.64,5.67,Hyun Jin Ryu,609280,547943,null,foul,,,,,14,null,R,R,L,TOR,NYY,S,null,null,0,1,2020,0.8,0.3,1.17,2.19,640449,null,650402,2,5,Top,null,null,,,643376,,null,-4.753761032,-113.883964,-1.19563819,8.163485085,18.62094216,-29.89331686,3.23,1.55,null,null,null,78.9,1328,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.03,null,null,null,null,null,null,null,45,2,Changeup,2,5,5,2,5,2,5,2,Standard,Strategic
CH,2020-09-07,79.3,2.59,5.63,Hyun Jin Ryu,609280,547943,null,swinging_strike,,,,,13,null,R,R,L,TOR,NYY,S,null,null,0,0,2020,1.2,0.8,-0.47,1.31,640449,null,650402,2,5,Top,null,null,,,643376,,null,-8.996515886,-115.1752474,-4.18212669,12.39705549,19.44582015,-24.57788415,3.23,1.55,null,null,null,80,1585,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.83,null,null,null,null,null,null,null,45,1,Changeup,2,5,5,2,5,2,5,2,Standard,Strategic
CU,2020-09-07,72.1,2.35,6.01,Hyun Jin Ryu,650402,547943,walk,ball,,,,,12,Gleyber Torres walks.  ,R,R,L,TOR,NYY,B,null,null,3,2,2020,-0.9,-1.1,1.06,3.29,640449,null,null,2,5,Top,null,null,,,643376,,null,-1.102938832,-104.9339881,3.850794088,-6.153191662,17.65050533,-40.82913206,3.16,1.45,null,null,null,72.3,2421,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.09,null,null,0.7,1,0,0,null,44,6,Curveball,2,5,5,2,5,2,5,2,Standard,Standard
CH,2020-09-07,79.4,2.55,5.74,Hyun Jin Ryu,650402,547943,null,blocked_ball,,,,,13,null,R,R,L,TOR,NYY,B,null,null,2,2,2020,0.9,0.5,-0.97,0.46,640449,null,null,2,5,Top,null,null,,,643376,,null,-9.368871754,-115.2326238,-5.678843775,9.457508791,19.13333123,-27.2871516,3.21,1.51,null,null,null,79.9,1532,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.95,null,null,null,null,null,null,null,44,5,Changeup,2,5,5,2,5,2,5,2,Standard,Standard
FC,2020-09-07,86,2.36,5.85,Hyun Jin Ryu,650402,547943,null,called_strike,,,,,1,null,R,R,L,TOR,NYY,S,null,null,2,1,2020,0.1,0.5,-0.53,3.06,640449,null,null,2,5,Top,null,null,,,643376,,null,-7.093443995,-125.1779651,-1.387983979,2.578685229,22.30140618,-27.2400485,3.21,1.51,null,null,null,86.5,1925,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.17,null,null,null,null,null,null,null,44,4,Cutter,2,5,5,2,5,2,5,2,Standard,Standard
CU,2020-09-07,72.4,2.09,6.13,Hyun Jin Ryu,650402,547943,null,ball,,,,,13,null,R,R,L,TOR,NYY,B,null,null,1,1,2020,-0.8,-1.1,-0.07,1.26,640449,null,null,2,5,Top,null,null,,,643376,,null,-2.893215752,-105.3671791,-0.328492738,-5.715886868,18.10803841,-40.84576331,3.13,1.48,null,null,null,72.6,2485,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.07,null,null,null,null,null,null,null,44,3,Curveball,2,5,5,2,5,2,5,2,Standard,Standard
FC,2020-09-07,85.7,2.42,5.91,Hyun Jin Ryu,650402,547943,null,foul,,,,,11,null,R,R,L,TOR,NYY,S,null,null,1,0,2020,0.2,0.6,-0.91,3.22,640449,null,null,2,5,Top,null,null,,,643376,,null,-8.299200958,-124.6347704,-1.324046582,3.732810469,22.31347519,-25.98781529,3.22,1.52,null,null,null,86.3,1930,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.06,null,null,null,null,null,null,null,44,2,Cutter,2,5,5,2,5,2,5,2,Standard,Standard
FF,2020-09-07,88.6,2.41,5.88,Hyun Jin Ryu,650402,547943,null,ball,,,,,11,null,R,R,L,TOR,NYY,B,null,null,0,0,2020,0.9,1.2,-0.16,4.19,640449,null,null,2,5,Top,null,null,,,643376,,null,-8.137545563,-128.9462438,-0.547785237,11.65958759,24.07048284,-19.19658022,3.37,1.59,null,null,null,88.9,1944,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.26,null,null,null,null,null,null,null,44,1,4-Seam Fastball,2,5,5,2,5,2,5,2,Standard,Standard
CH,2020-09-07,79.6,2.66,5.68,Hyun Jin Ryu,640449,547943,double,hit_into_play_score,,,,,9,Clint Frazier doubles (5) on a line drive to left fielder Lourdes Gurriel Jr.  DJ LeMahieu scores.    Luke Voit scores.    Clint Frazier to 3rd.  ,R,R,L,TOR,NYY,X,7,line_drive,2,2,2020,1.1,0.6,0.46,1.77,null,518934,572228,2,5,Top,61.78,136.01,,,643376,,null,-6.90037208,-115.7393042,-2.969923343,10.8849727,19.3571873,-26.69770417,3.41,1.61,215,85.8,19,80.5,1487,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.76,0.771,0.694,1.25,1,1,1,4,43,5,Changeup,2,3,3,2,3,2,3,2,Standard,Standard
CU,2020-09-07,73.9,2.11,6.04,Hyun Jin Ryu,640449,547943,null,blocked_ball,,,,,14,null,R,R,L,TOR,NYY,B,null,null,1,2,2020,-1,-1.2,0.28,0.39,null,518934,572228,2,5,Top,null,null,,,643376,,null,-1.940067194,-107.5962809,-2.198773468,-7.623268714,18.80197365,-41.08453559,3.47,1.68,null,null,null,74.3,2549,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.95,null,null,null,null,null,null,null,43,4,Curveball,2,3,3,2,3,2,3,2,Standard,Standard
CH,2020-09-07,78.9,2.67,5.65,Hyun Jin Ryu,640449,547943,null,swinging_strike,,,,,14,null,R,R,L,TOR,NYY,S,null,null,1,1,2020,1.2,0.3,0.99,1.73,null,518934,572228,2,5,Top,null,null,,,643376,,null,-5.991644003,-114.8055899,-2.319559039,12.09788736,20.92144052,-29.13459692,3.41,1.61,null,null,null,79.3,1544,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.94,null,null,null,null,null,null,null,43,3,Changeup,2,3,3,2,3,2,3,2,Standard,Standard
CU,2020-09-07,72.3,2.23,6.02,Hyun Jin Ryu,640449,547943,null,foul,,,,,5,null,R,R,L,TOR,NYY,S,null,null,1,0,2020,-1,-1.1,-0.23,2.62,null,518934,572228,2,5,Top,null,null,,,643376,,null,-3.164113973,-105.1583091,2.559719598,-6.881044563,19.34587554,-40.85409351,3.41,1.61,3,82.3,-38,72,2433,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.2,null,null,null,null,null,null,null,43,2,Curveball,2,3,3,2,3,2,3,2,Standard,Standard
SI,2020-09-07,89.1,2.53,5.66,Hyun Jin Ryu,640449,547943,null,ball,,,,,14,null,R,R,L,TOR,NYY,B,null,null,0,0,2020,1.3,0.6,1.51,2.1,null,518934,572228,2,5,Top,null,null,,,643376,,null,-5.375230796,-129.7350824,-3.970376624,16.36931267,26.51801981,-25.06060459,3.48,1.73,null,null,null,89.7,1830,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.93,null,null,null,null,null,null,null,43,1,Sinker,2,3,3,2,3,2,3,2,Standard,Standard
CU,2020-09-07,74.3,2.43,5.99,Hyun Jin Ryu,543305,547943,field_out,hit_into_play,,,,,4,Aaron Hicks pops out to catcher Danny Jansen in foul territory.  ,R,R,L,TOR,NYY,X,2,popup,2,2,2020,-1.1,-1,-0.41,2.25,null,518934,572228,1,5,Top,126.51,216.84,,,643376,,null,-3.923406111,-108.0965804,1.324920815,-7.739979849,19.5105769,-40.33476605,3.51,1.66,null,null,null,74.5,2544,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.99,null,null,0,null,0,0,null,42,5,Curveball,2,3,3,2,3,2,3,2,Standard,Standard
FC,2020-09-07,84.4,2.52,5.85,Hyun Jin Ryu,543305,547943,null,called_strike,,,,,12,null,R,R,L,TOR,NYY,S,null,null,2,1,2020,-0.4,0.5,0.89,2.83,null,518934,572228,1,5,Top,null,null,,,643376,,null,-2.974585599,-123.011841,-1.694982823,-3.71998499,20.99847391,-27.25288267,3.65,1.81,null,null,null,84.9,1993,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.25,null,null,null,null,null,null,null,42,4,Cutter,2,3,3,2,3,2,3,2,Standard,Standard
CH,2020-09-07,79.7,2.62,5.62,Hyun Jin Ryu,543305,547943,null,swinging_strike,,,,,8,null,R,R,L,TOR,NYY,S,null,null,2,0,2020,1.2,0.2,-0.04,1.6,null,518934,572228,1,5,Top,null,null,,,643376,,null,-8.049574475,-115.9515935,-2.636980684,11.80677429,18.87674496,-29.6956999,3.51,1.66,null,null,null,80.6,1442,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.87,null,null,null,null,null,null,null,42,3,Changeup,2,3,3,2,3,2,3,2,Standard,Standard
CH,2020-09-07,79.1,2.65,5.62,Hyun Jin Ryu,543305,547943,null,ball,,,,,14,null,R,R,L,TOR,NYY,B,null,null,1,0,2020,1.1,0.3,0.41,1.3,null,518934,572228,1,5,Top,null,null,,,643376,,null,-6.964864631,-115.0776279,-3.306021363,10.90202789,18.81724538,-28.94102394,3.58,1.77,null,null,null,80.1,1503,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.79,null,null,null,null,null,null,null,42,2,Changeup,2,3,3,2,3,2,3,2,Standard,Standard
CH,2020-09-07,81.6,2.65,5.56,Hyun Jin Ryu,543305,547943,null,ball,,,,,13,null,R,R,L,TOR,NYY,B,null,null,0,0,2020,1.2,0.4,-0.15,1.44,null,518934,572228,1,5,Top,null,null,,,643376,,null,-8.689952611,-118.660377,-3.616003915,13.17001768,19.78128138,-27.45598626,3.59,1.78,null,null,null,82.3,1620,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.96,null,null,null,null,null,null,null,42,1,Changeup,2,3,3,2,3,2,3,2,Standard,Standard
CH,2020-09-07,79.6,2.68,5.63,Hyun Jin Ryu,572228,547943,single,hit_into_play_no_out,,,,,8,Luke Voit singles on a line drive to left fielder Lourdes Gurriel Jr.  DJ LeMahieu to 2nd.  ,R,R,L,TOR,NYY,X,7,line_drive,2,1,2020,0.7,0.8,0.2,1.56,null,null,518934,1,5,Top,78.36,113.09,,,643376,,null,-6.850184267,-115.8118812,-3.779121036,7.883030883,20.59832707,-24.22618507,3.47,1.66,194,95.5,12,80.1,1556,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.94,0.879,0.791,0.9,1,1,0,4,41,4,Changeup,2,3,3,2,3,2,3,2,Infield shift,Standard
FC,2020-09-07,85.1,2.55,5.82,Hyun Jin Ryu,572228,547943,null,ball,,,,,12,null,R,R,L,TOR,NYY,B,null,null,1,1,2020,-0.2,0.3,1.16,2.69,null,null,518934,1,5,Top,null,null,,,643376,,null,-2.924633361,-124.0419908,-1.762230533,-1.354648525,20.8054335,-28.96885994,3.48,1.67,null,null,null,86,2005,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.1,null,null,null,null,null,null,null,41,3,Cutter,2,3,3,2,3,2,3,2,Infield shift,Standard
CH,2020-09-07,79.8,2.67,5.61,Hyun Jin Ryu,572228,547943,null,blocked_ball,,,,,13,null,R,R,L,TOR,NYY,B,null,null,0,1,2020,0.8,0.3,-1.26,0.55,null,null,518934,1,5,Top,null,null,,,643376,,null,-10.12264836,-115.878909,-5.093147341,8.589869311,19.4279009,-28.3593823,3.48,1.67,null,null,null,80.5,1393,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.88,null,null,null,null,null,null,null,41,2,Changeup,2,3,3,2,3,2,3,2,Infield shift,Standard
CH,2020-09-07,79.1,2.72,5.66,Hyun Jin Ryu,572228,547943,null,swinging_strike,,,,,14,null,R,R,L,TOR,NYY,S,null,null,0,0,2020,1,0.4,0.96,1.65,null,null,518934,1,5,Top,null,null,,,643376,,null,-5.683671932,-115.1600758,-2.909466282,9.549353612,17.10062631,-27.99047636,3.47,1.66,null,null,null,80.5,1417,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.69,null,null,null,null,null,null,null,41,1,Changeup,2,3,3,2,3,2,3,2,Infield shift,Standard
FC,2020-09-07,86.3,2.42,5.76,Hyun Jin Ryu,518934,547943,single,hit_into_play_no_out,,,,,8,"DJ LeMahieu singles on a sharp ground ball to second baseman Jonathan Villar, deflected by first baseman Rowdy Tellez.  ",R,R,L,TOR,NYY,X,3,ground_ball,2,2,2020,-0.3,0.5,0.19,2.07,null,null,null,1,5,Top,142.84,152.36,,,643376,,null,-4.741387525,-125.7193429,-3.613653037,-2.196477852,22.77222091,-26.59952743,3.36,1.61,12,104.6,-8,87,1929,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.04,0.271,0.244,0.9,1,1,0,2,40,6,Cutter,2,3,3,2,3,2,3,2,Standard,Standard
CH,2020-09-07,78.4,2.64,5.6,Hyun Jin Ryu,518934,547943,null,foul,,,,,12,null,R,R,L,TOR,NYY,S,null,null,2,2,2020,0.7,0.2,1.58,2.7,null,null,null,1,5,Top,null,null,,,643376,,null,-3.661129073,-114.2321466,0.178864917,7.059368986,18.65718571,-30.95401305,3.36,1.61,187,66.2,30,79,1227,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.12,null,null,null,null,null,null,null,40,5,Changeup,2,3,3,2,3,2,3,2,Standard,Standard
CH,2020-09-07,80.6,2.73,5.6,Hyun Jin Ryu,518934,547943,null,ball,,,,,14,null,R,R,L,TOR,NYY,B,null,null,1,2,2020,0.8,0.3,1.35,1.67,null,null,null,1,5,Top,null,null,,,643376,,null,-4.550760109,-117.4547224,-2.656746089,7.935713084,18.98610621,-29.56895155,3.37,1.62,null,null,null,81.5,1465,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.01,null,null,null,null,null,null,null,40,4,Changeup,2,3,3,2,3,2,3,2,Standard,Standard
FF,2020-09-07,90.1,2.36,5.79,Hyun Jin Ryu,518934,547943,null,ball,,,,,12,null,R,R,L,TOR,NYY,B,null,null,0,2,2020,0.6,0.8,0.12,4.84,null,null,null,1,5,Top,null,null,,,643376,,null,-6.910665921,-131.2679714,1.845268222,8.505207681,22.20693473,-23.50570321,3.37,1.62,null,null,null,91.1,1822,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.12,null,null,null,null,null,null,null,40,3,4-Seam Fastball,2,3,3,2,3,2,3,2,Strategic,Standard
FF,2020-09-07,89.4,2.32,5.82,Hyun Jin Ryu,518934,547943,null,foul,,,,,1,null,R,R,L,TOR,NYY,S,null,null,0,1,2020,0.6,1,-0.6,3.14,null,null,null,1,5,Top,null,null,,,643376,,null,-8.447050943,-130.1284242,-2.830376612,8.00733343,23.71320703,-20.19955986,3.36,1.61,262,82,24,90.6,1959,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.82,null,null,null,null,null,null,null,40,2,4-Seam Fastball,2,3,3,2,3,2,3,2,Standard,Standard
CH,2020-09-07,79.7,2.49,5.79,Hyun Jin Ryu,518934,547943,null,called_strike,,,,,6,null,R,R,L,TOR,NYY,S,null,null,0,0,2020,1.1,0.7,0.29,2.64,null,null,null,1,5,Top,null,null,,,643376,,null,-6.868806358,-116.0189369,-1.590895407,10.98768536,20.02904759,-25.52471698,3.41,1.65,null,null,null,80.1,1482,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.15,null,null,null,null,null,null,null,40,1,Changeup,2,3,3,2,3,2,3,2,Standard,Standard
SI,2020-09-07,87.7,2.51,5.78,Hyun Jin Ryu,642731,547943,field_out,hit_into_play,,,,,14,Thairo Estrada grounds out to first baseman Rowdy Tellez.  ,R,R,L,TOR,NYY,X,3,ground_ball,1,0,2020,1,0.8,1.04,2.19,null,null,null,0,5,Top,133.65,189.85,,,643376,,null,-5.687724336,-127.7161267,-4.371506689,12.26381219,23.80644977,-22.29070607,3.3,1.5,38,83.7,-1,88.5,1847,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.94,0.229,0.206,0,1,0,0,2,39,2,Sinker,2,3,3,2,3,2,3,2,Standard,Standard
FF,2020-09-07,87.5,2.42,5.81,Hyun Jin Ryu,642731,547943,null,ball,,,,,12,null,R,R,L,TOR,NYY,B,null,null,0,0,2020,0.9,0.7,1.29,2.66,null,null,null,0,5,Top,null,null,,,643376,,null,-4.649128337,-127.4589935,-2.985817269,10.93128443,21.37260189,-24.37516793,3.51,1.67,null,null,null,88.8,1762,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,53.88,null,null,null,null,null,null,null,39,1,4-Seam Fastball,2,3,3,2,3,2,3,2,Standard,Standard
CU,2020-09-07,73.8,2.19,6,Hyun Jin Ryu,543309,547943,strikeout,foul_tip,,,,,13,Kyle Higashioka strikes out on a foul tip.  ,R,R,L,TOR,NYY,S,2,null,2,2,2020,-1.2,-1.3,-0.6,1.35,null,null,null,2,4,Top,null,null,,,643376,,null,-3.608114633,-107.4945811,0.056106989,-8.55647526,19.36542824,-42.30305314,3.41,1.56,null,null,null,73.9,2630,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.12,null,null,0,1,0,0,null,33,5,Curveball,2,3,3,2,3,2,3,2,Standard,Strategic
SI,2020-09-07,88.4,2.49,5.7,Hyun Jin Ryu,543309,547943,null,foul,,,,,9,null,R,R,L,TOR,NYY,S,null,null,2,1,2020,1,0.7,0.59,2.1,null,null,null,2,4,Top,null,null,,,643376,,null,-6.766526472,-128.7427556,-4.297279285,12.69200549,22.98296475,-23.39488284,3.41,1.56,294,88.2,41,89,1908,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.17,null,null,null,null,null,null,null,33,4,Sinker,2,3,3,2,3,2,3,2,Standard,Strategic
CU,2020-09-07,71.1,2.24,5.99,Hyun Jin Ryu,543309,547943,null,ball,,,,,14,null,R,R,L,TOR,NYY,B,null,null,1,1,2020,-1.3,-1,0.05,1.07,null,null,null,2,4,Top,null,null,,,643376,,null,-2.151153992,-103.6352004,-0.50376162,-9.06430056,15.17120469,-39.65525036,3.38,1.55,null,null,null,71.7,2522,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.14,null,null,null,null,null,null,null,33,3,Curveball,2,3,3,2,3,2,3,2,Standard,Strategic
FC,2020-09-07,84.5,2.42,5.87,Hyun Jin Ryu,543309,547943,null,ball,,,,,14,null,R,R,L,TOR,NYY,B,null,null,0,1,2020,-0.1,0.7,1.71,2.36,null,null,null,2,4,Top,null,null,,,643376,,null,-1.536269563,-123.2568217,-3.345013181,-0.426420514,20.63419247,-24.62812537,3.4,1.57,null,null,null,85.4,1947,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.14,null,null,null,null,null,null,null,33,2,Cutter,2,3,3,2,3,2,3,2,Standard,Strategic
CH,2020-09-07,79.2,2.72,5.67,Hyun Jin Ryu,543309,547943,null,called_strike,,,,,9,null,R,R,L,TOR,NYY,S,null,null,0,0,2020,1.1,0.7,0.67,1.93,null,null,null,2,4,Top,null,null,,,643376,,null,-6.468227323,-115.2791173,-2.686975133,10.63926121,18.49129918,-26.00205656,3.4,1.57,null,null,null,79.8,1656,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.1,null,null,null,null,null,null,null,33,1,Changeup,2,3,3,2,3,2,3,2,Standard,Strategic
CH,2020-09-07,77.5,2.54,5.72,Hyun Jin Ryu,458731,547943,strikeout,swinging_strike,,,,,13,Brett Gardner strikes out swinging.  ,R,L,L,TOR,NYY,S,2,null,1,2,2020,0.9,1.1,-0.88,1.74,null,null,null,1,4,Top,null,null,,,643376,,null,-8.915108958,-112.5476025,-3.528661921,8.882493718,18.88517006,-22.71374667,3.09,1.52,null,null,null,77.9,1434,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54,null,null,0,1,0,0,null,32,6,Changeup,2,3,3,2,3,2,3,2,Standard,Strategic
CU,2020-09-07,72.8,2.09,6.05,Hyun Jin Ryu,458731,547943,null,foul,,,,,13,null,R,L,L,TOR,NYY,S,null,null,1,2,2020,-1,-1.2,-0.78,0.91,null,null,null,1,4,Top,null,null,,,643376,,null,-4.101792273,-105.9768297,-0.833440877,-6.630569047,18.53479204,-41.42131149,3.09,1.52,null,null,null,73,2465,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.07,null,null,null,null,null,null,null,32,5,Curveball,2,3,3,2,3,2,3,2,Strategic,Strategic
FF,2020-09-07,90.1,2.09,5.89,Hyun Jin Ryu,458731,547943,null,foul,,,,,11,null,R,L,L,TOR,NYY,S,null,null,1,2,2020,0.7,1,-0.33,3.42,null,null,null,1,4,Top,null,null,,,643376,,null,-7.581592334,-131.1627719,-2.433430088,9.828413988,22.87191814,-19.98581381,3.09,1.52,277,79.6,43,91,1983,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.06,null,null,null,null,null,null,null,32,4,4-Seam Fastball,2,3,3,2,3,2,3,2,Standard,Standard
CU,2020-09-07,72.5,2.14,6.09,Hyun Jin Ryu,458731,547943,null,swinging_strike,,,,,13,null,R,L,L,TOR,NYY,S,null,null,1,1,2020,-1.1,-1.1,-1.2,1.26,null,null,null,1,4,Top,null,null,,,643376,,null,-4.772634885,-105.4938828,-0.432212787,-7.349740036,18.61901034,-40.16390703,3.09,1.52,null,null,null,72.2,2563,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.32,null,null,null,null,null,null,null,32,3,Curveball,2,3,3,2,3,2,3,2,Standard,Standard
FC,2020-09-07,83.6,2.53,5.78,Hyun Jin Ryu,458731,547943,null,called_strike,,,,,4,null,R,L,L,TOR,NYY,S,null,null,1,0,2020,-0.1,0.5,-0.57,2.5,null,null,null,1,4,Top,null,null,,,643376,,null,-6.872275971,-121.7425729,-2.183430722,-0.415147179,18.71638414,-27.39782815,3.13,1.53,null,null,null,84.6,2022,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.09,null,null,null,null,null,null,null,32,2,Cutter,2,3,3,2,3,2,3,2,Standard,Standard
FF,2020-09-07,88.6,2.33,5.86,Hyun Jin Ryu,458731,547943,null,ball,,,,,14,null,R,L,L,TOR,NYY,B,null,null,0,0,2020,0.9,1.3,0.32,1.18,null,null,null,1,4,Top,null,null,,,643376,,null,-6.733816817,-128.7096591,-8.06691682,11.08447023,25.11528385,-16.46940573,3.25,1.53,null,null,null,88.8,2046,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.15,null,null,null,null,null,null,null,32,1,4-Seam Fastball,2,3,3,2,3,2,3,2,Standard,Standard
FC,2020-09-07,86.7,2.32,5.81,Hyun Jin Ryu,609280,547943,home_run,hit_into_play_score,,,,,5,Miguel Andujar homers (1) on a fly ball to left center field.  ,R,R,L,TOR,NYY,X,null,fly_ball,1,0,2020,0,0.4,-0.24,2.09,null,null,null,1,4,Top,77.94,26.36,,,643376,,null,-6.056459437,-126.2325267,-3.608180325,0.619841028,21.62157876,-27.53378668,3.23,1.55,422,104.4,22,87.5,1879,,630859,547943,643376,642133,542340,543768,669289,666971,545341,624415,54.09,0.8,1.135,2,1,0,3,6,31,2,Cutter,2,2,2,2,2,2,2,2,Standard,Strategic
