팀,구분,연도,기록
KIA,타율,2010,0.26
KIA,타율,2011,0.269
KIA,타율,2012,0.256
KIA,타율,2013,0.265
KIA,타율,2014,0.288
KIA,타율,2015,0.256
KIA,타율,2016,0.286
KIA,타율,2017,0.322
KIA,타율,2018,0.295
KIA,타율,2019,0.264
KIA,타율,2020,0.274
KT,출루율,1982,0.328
KT,출루율,1983,0.332
KT,출루율,1984,0.317
KT,출루율,1985,0.337
KT,출루율,1986,0.326
KT,출루율,1987,0.321
KT,출루율,1988,0.357
KT,출루율,1989,0.339
KT,출루율,1990,0.352
KT,출루율,1991,0.35
KT,출루율,1992,0.365
KT,출루율,1993,0.332
KT,출루율,1994,0.328
KT,출루율,1995,0.394
KT,출루율,1996,0.329
KT,출루율,1997,0.348
KT,출루율,1998,0.325
KT,출루율,1999,0.362
KT,출루율,2000,0.333
KT,출루율,2001,0.353
KT,출루율,2002,0.344
KT,출루율,2003,0.349
KT,출루율,2004,0.354
KT,출루율,2005,0.337
KT,출루율,2006,0.325
KT,출루율,2007,0.333
KT,출루율,2008,0.336
KT,출루율,2009,0.357
KT,출루율,2010,0.347
KT,출루율,2011,0.357
KT,출루율,2012,0.343
KT,출루율,2013,0.349
KT,출루율,2014,0.355
KT,출루율,2015,0.326
KT,출루율,2016,0.358
KT,출루율,2017,0.372
KT,출루율,2018,0.367
KT,출루율,2019,0.336
KT,출루율,2020,0.351
KT,장타력,1982,0.475
KT,장타력,1983,0.385
KT,장타력,1984,0.365
KT,장타력,1985,0.423
KT,장타력,1986,0.393
KT,장타력,1987,0.36
KT,장타력,1988,0.423
KT,장타력,1989,0.364
KT,장타력,1990,0.392
KT,장타력,1991,0.418
KT,장타력,1992,0.425
KT,장타력,1993,0.368
KT,장타력,1994,0.388
KT,장타력,1995,0.345
KT,장타력,1996,0.366
KT,장타력,1997,0.478
KT,장타력,1998,0.376
KT,장타력,1999,0.467
KT,장타력,2000,0.363
KT,장타력,2001,0.429
KT,장타력,2002,0.417
KT,장타력,2003,0.416
KT,장타력,2004,0.419
KT,장타력,2005,0.38
KT,장타력,2006,0.356
KT,장타력,2007,0.364
KT,장타력,2008,0.352
KT,장타력,2009,0.427
KT,장타력,2010,0.383
KT,장타력,2011,0.395
KT,장타력,2012,0.348
KT,장타력,2013,0.373
KT,장타력,2014,0.438
KT,장타력,2015,0.392
KT,장타력,2016,0.452
KT,장타력,2017,0.469
KT,장타력,2018,0.457
KT,장타력,2019,0.369
KT,장타력,2020,0.404
KT,OPS,1982,0.736
KT,OPS,1983,0.717
KT,OPS,1984,0.682
KT,OPS,1985,0.739
KT,OPS,1986,0.715
KT,OPS,1987,0.688
KT,OPS,1988,0.774
KT,OPS,1989,0.729
KT,OPS,1990,0.744
KT,OPS,1991,0.768
KT,OPS,1992,0.789
KT,OPS,1993,0.698
KT,OPS,1994,0.715
KT,OPS,1995,0.654
KT,OPS,1996,0.695
KT,OPS,1997,0.748
KT,OPS,1998,0.712
KT,OPS,1999,0.829
KT,OPS,2000,0.696
KT,OPS,2001,0.781
KT,OPS,2002,0.747
KT,OPS,2003,0.766
KT,OPS,2004,0.774
KT,OPS,2005,0.717
KT,OPS,2006,0.689
KT,OPS,2007,0.695
KT,OPS,2008,0.689
KT,OPS,2009,0.785
KT,OPS,2010,0.73
KT,OPS,2011,0.752
KT,OPS,2012,0.693
KT,OPS,2013,0.722
KT,OPS,2014,0.792
KT,OPS,2015,0.718
KT,OPS,2016,0.898
KT,OPS,2017,0.84
KT,OPS,2018,0.824
KT,OPS,2019,0.756
KT,OPS,2020,0.755
KT,타율,1982,NA
KT,타율,1983,NA
KT,타율,1984,NA
KT,타율,1985,NA
KT,타율,1986,NA
KT,타율,1987,NA
KT,타율,1988,NA
KT,타율,1989,NA
KT,타율,1990,NA
KT,타율,1991,NA
KT,타율,1992,NA
KT,타율,1993,NA
KT,타율,1994,NA
KT,타율,1995,NA
KT,타율,1996,NA
KT,타율,1997,NA
KT,타율,1998,NA
KT,타율,1999,NA
KT,타율,2000,NA
KT,타율,2001,NA
KT,타율,2002,NA
KT,타율,2003,NA
KT,타율,2004,NA
KT,타율,2005,NA
KT,타율,2006,NA
KT,타율,2007,NA
KT,타율,2008,NA
KT,타율,2009,NA
KT,타율,2010,NA
KT,타율,2011,NA
KT,타율,2012,NA
KT,타율,2013,NA
KT,타율,2014,NA
KT,타율,2015,0.273
KT,타율,2016,0.276
KT,타율,2017,0.276
KT,타율,2018,0.275
KT,타율,2019,0.277
KT,타율,2020,0.284
LG,출루율,1982,NA
LG,출루율,1983,NA
LG,출루율,1984,NA
LG,출루율,1985,NA
LG,출루율,1986,NA
LG,출루율,1987,NA
LG,출루율,1988,NA
LG,출루율,1989,NA
LG,출루율,1990,NA
LG,출루율,1991,NA
LG,출루율,1992,NA
LG,출루율,1993,NA
LG,출루율,1994,NA
LG,출루율,1995,NA
LG,출루율,1996,NA
LG,출루율,1997,NA
LG,출루율,1998,NA
LG,출루율,1999,NA
LG,출루율,2000,NA
LG,출루율,2001,NA
LG,출루율,2002,NA
LG,출루율,2003,NA
LG,출루율,2004,NA
LG,출루율,2005,NA
LG,출루율,2006,NA
LG,출루율,2007,NA
LG,출루율,2008,NA
LG,출루율,2009,NA
LG,출루율,2010,NA
LG,출루율,2011,NA
LG,출루율,2012,NA
LG,출루율,2013,NA
LG,출루율,2014,NA
LG,출루율,2015,0.345
LG,출루율,2016,0.345
LG,출루율,2017,0.332
LG,출루율,2018,0.342
LG,출루율,2019,0.344
LG,출루율,2020,0.358
LG,장타력,1982,NA
LG,장타력,1983,NA
LG,장타력,1984,NA
LG,장타력,1985,NA
LG,장타력,1986,NA
LG,장타력,1987,NA
LG,장타력,1988,NA
LG,장타력,1989,NA
LG,장타력,1990,NA
LG,장타력,1991,NA
LG,장타력,1992,NA
LG,장타력,1993,NA
LG,장타력,1994,NA
LG,장타력,1995,NA
LG,장타력,1996,NA
LG,장타력,1997,NA
LG,장타력,1998,NA
LG,장타력,1999,NA
LG,장타력,2000,NA
LG,장타력,2001,NA
LG,장타력,2002,NA
LG,장타력,2003,NA
LG,장타력,2004,NA
LG,장타력,2005,NA
LG,장타력,2006,NA
LG,장타력,2007,NA
LG,장타력,2008,NA
LG,장타력,2009,NA
LG,장타력,2010,NA
LG,장타력,2011,NA
LG,장타력,2012,NA
LG,장타력,2013,NA
LG,장타력,2014,NA
LG,장타력,2015,0.423
LG,장타력,2016,0.394
LG,장타력,2017,0.413
LG,장타력,2018,0.456
LG,장타력,2019,0.385
LG,장타력,2020,0.436
LG,OPS,1982,NA
LG,OPS,1983,NA
LG,OPS,1984,NA
LG,OPS,1985,NA
LG,OPS,1986,NA
LG,OPS,1987,NA
LG,OPS,1988,NA
LG,OPS,1989,NA
LG,OPS,1990,NA
LG,OPS,1991,NA
LG,OPS,1992,NA
LG,OPS,1993,NA
LG,OPS,1994,NA
LG,OPS,1995,NA
LG,OPS,1996,NA
LG,OPS,1997,NA
LG,OPS,1998,NA
LG,OPS,1999,NA
LG,OPS,2000,NA
LG,OPS,2001,NA
LG,OPS,2002,NA
LG,OPS,2003,NA
LG,OPS,2004,NA
LG,OPS,2005,NA
LG,OPS,2006,NA
LG,OPS,2007,NA
LG,OPS,2008,NA
LG,OPS,2009,NA
LG,OPS,2010,NA
LG,OPS,2011,NA
LG,OPS,2012,NA
LG,OPS,2013,NA
LG,OPS,2014,NA
LG,OPS,2015,0.748
LG,OPS,2016,0.738
LG,OPS,2017,0.742
LG,OPS,2018,0.796
LG,OPS,2019,0.728
LG,OPS,2020,0.794
LG,타율,1982,0.282
LG,타율,1983,0.256
LG,타율,1984,0.253
LG,타율,1985,0.246
LG,타율,1986,0.265
LG,타율,1987,0.258
LG,타율,1988,0.265
LG,타율,1989,0.252
LG,타율,1990,0.276
LG,타율,1991,0.244
LG,타율,1992,0.257
LG,타율,1993,0.256
LG,타율,1994,0.282
LG,타율,1995,0.257
LG,타율,1996,0.246
LG,타율,1997,0.267
LG,타율,1998,0.267
LG,타율,1999,0.281
LG,타율,2000,0.273
LG,타율,2001,0.276
LG,타율,2002,0.261
LG,타율,2003,0.249
LG,타율,2004,0.259
LG,타율,2005,0.267
LG,타율,2006,0.246
LG,타율,2007,0.268
LG,타율,2008,0.256
LG,타율,2009,0.278
LG,타율,2010,0.276
LG,타율,2011,0.266
LG,타율,2012,0.269
LG,타율,2013,0.282
LG,타율,2014,0.279
LG,타율,2015,0.269
LG,타율,2016,0.29
LG,타율,2017,0.281
LG,타율,2018,0.293
LG,타율,2019,0.267
LG,타율,2020,0.277
NC,출루율,1982,0.354
NC,출루율,1983,0.323
NC,출루율,1984,0.322
NC,출루율,1985,0.313
NC,출루율,1986,0.329
NC,출루율,1987,0.32
NC,출루율,1988,0.325
NC,출루율,1989,0.335
NC,출루율,1990,0.352
NC,출루율,1991,0.317
NC,출루율,1992,0.335
NC,출루율,1993,0.323
NC,출루율,1994,0.358
NC,출루율,1995,0.334
NC,출루율,1996,0.33
NC,출루율,1997,0.343
NC,출루율,1998,0.339
NC,출루율,1999,0.35
NC,출루율,2000,0.356
NC,출루율,2001,0.363
NC,출루율,2002,0.332
NC,출루율,2003,0.319
NC,출루율,2004,0.337
NC,출루율,2005,0.327
NC,출루율,2006,0.364
NC,출루율,2007,0.338
NC,출루율,2008,0.326
NC,출루율,2009,0.36
NC,출루율,2010,0.349
NC,출루율,2011,0.338
NC,출루율,2012,0.332
NC,출루율,2013,0.355
NC,출루율,2014,0.367
NC,출루율,2015,0.34
NC,출루율,2016,0.361
NC,출루율,2017,0.348
NC,출루율,2018,0.353
NC,출루율,2019,0.333
NC,출루율,2020,0.349
NC,장타력,1982,0.495
NC,장타력,1983,0.354
NC,장타력,1984,0.355
NC,장타력,1985,0.322
NC,장타력,1986,0.353
NC,장타력,1987,0.342
NC,장타력,1988,0.346
NC,장타력,1989,0.338
NC,장타력,1990,0.375
NC,장타력,1991,0.348
NC,장타력,1992,0.384
NC,장타력,1993,0.367
NC,장타력,1994,0.491
NC,장타력,1995,0.373
NC,장타력,1996,0.364
NC,장타력,1997,0.394
NC,장타력,1998,0.411
NC,장타력,1999,0.442
NC,장타력,2000,0.414
NC,장타력,2001,0.391
NC,장타력,2002,0.385
NC,장타력,2003,0.378
NC,장타력,2004,0.38
NC,장타력,2005,0.389
NC,장타력,2006,0.354
NC,장타력,2007,0.374
NC,장타력,2008,0.353
NC,장타력,2009,0.413
NC,장타력,2010,0.415
NC,장타력,2011,0.377
NC,장타력,2012,0.354
NC,장타력,2013,0.386
NC,장타력,2014,0.432
NC,장타력,2015,0.399
NC,장타력,2016,0.417
NC,장타력,2017,0.4
NC,장타력,2018,0.445
NC,장타력,2019,0.378
NC,장타력,2020,0.428
NC,OPS,1982,0.764
NC,OPS,1983,0.677
NC,OPS,1984,0.677
NC,OPS,1985,0.635
NC,OPS,1986,0.683
NC,OPS,1987,0.662
NC,OPS,1988,0.67
NC,OPS,1989,0.673
NC,OPS,1990,0.726
NC,OPS,1991,0.658
NC,OPS,1992,0.715
NC,OPS,1993,0.689
NC,OPS,1994,0.767
NC,OPS,1995,0.756
NC,OPS,1996,0.694
NC,OPS,1997,0.737
NC,OPS,1998,0.744
NC,OPS,1999,0.792
NC,OPS,2000,0.78
NC,OPS,2001,0.754
NC,OPS,2002,0.717
NC,OPS,2003,0.698
NC,OPS,2004,0.716
NC,OPS,2005,0.717
NC,OPS,2006,0.665
NC,OPS,2007,0.713
NC,OPS,2008,0.674
NC,OPS,2009,0.773
NC,OPS,2010,0.759
NC,OPS,2011,0.716
NC,OPS,2012,0.687
NC,OPS,2013,0.741
NC,OPS,2014,0.761
NC,OPS,2015,0.738
NC,OPS,2016,0.779
NC,OPS,2017,0.748
NC,OPS,2018,0.797
NC,OPS,2019,0.717
NC,OPS,2020,0.777
NC,타율,1982,NA
NC,타율,1983,NA
NC,타율,1984,NA
NC,타율,1985,NA
NC,타율,1986,NA
NC,타율,1987,NA
NC,타율,1988,NA
NC,타율,1989,NA
NC,타율,1990,NA
NC,타율,1991,NA
NC,타율,1992,NA
NC,타율,1993,NA
NC,타율,1994,NA
NC,타율,1995,NA
NC,타율,1996,NA
NC,타율,1997,NA
NC,타율,1998,NA
NC,타율,1999,NA
NC,타율,2000,NA
NC,타율,2001,NA
NC,타율,2002,NA
NC,타율,2003,NA
NC,타율,2004,NA
NC,타율,2005,NA
NC,타율,2006,NA
NC,타율,2007,NA
NC,타율,2008,NA
NC,타율,2009,NA
NC,타율,2010,NA
NC,타율,2011,NA
NC,타율,2012,NA
NC,타율,2013,0.244
NC,타율,2014,0.282
NC,타율,2015,0.289
NC,타율,2016,0.3
NC,타율,2017,0.293
NC,타율,2018,0.261
NC,타율,2019,0.278
NC,타율,2020,0.291
SK,출루율,1982,NA
SK,출루율,1983,NA
SK,출루율,1984,NA
SK,출루율,1985,NA
SK,출루율,1986,NA
SK,출루율,1987,NA
SK,출루율,1988,NA
SK,출루율,1989,NA
SK,출루율,1990,NA
SK,출루율,1991,NA
SK,출루율,1992,NA
SK,출루율,1993,NA
SK,출루율,1994,NA
SK,출루율,1995,NA
SK,출루율,1996,NA
SK,출루율,1997,NA
SK,출루율,1998,NA
SK,출루율,1999,NA
SK,출루율,2000,NA
SK,출루율,2001,NA
SK,출루율,2002,NA
SK,출루율,2003,NA
SK,출루율,2004,NA
SK,출루율,2005,NA
SK,출루율,2006,NA
SK,출루율,2007,NA
SK,출루율,2008,NA
SK,출루율,2009,NA
SK,출루율,2010,NA
SK,출루율,2011,NA
SK,출루율,2012,NA
SK,출루율,2013,0.324
SK,출루율,2014,0.353
SK,출루율,2015,0.367
SK,출루율,2016,0.375
SK,출루율,2017,0.365
SK,출루율,2018,0.329
SK,출루율,2019,0.345
SK,출루율,2020,0.366
SK,장타력,1982,NA
SK,장타력,1983,NA
SK,장타력,1984,NA
SK,장타력,1985,NA
SK,장타력,1986,NA
SK,장타력,1987,NA
SK,장타력,1988,NA
SK,장타력,1989,NA
SK,장타력,1990,NA
SK,장타력,1991,NA
SK,장타력,1992,NA
SK,장타력,1993,NA
SK,장타력,1994,NA
SK,장타력,1995,NA
SK,장타력,1996,NA
SK,장타력,1997,NA
SK,장타력,1998,NA
SK,장타력,1999,NA
SK,장타력,2000,NA
SK,장타력,2001,NA
SK,장타력,2002,NA
SK,장타력,2003,NA
SK,장타력,2004,NA
SK,장타력,2005,NA
SK,장타력,2006,NA
SK,장타력,2007,NA
SK,장타력,2008,NA
SK,장타력,2009,NA
SK,장타력,2010,NA
SK,장타력,2011,NA
SK,장타력,2012,NA
SK,장타력,2013,0.365
SK,장타력,2014,0.447
SK,장타력,2015,0.455
SK,장타력,2016,0.45
SK,장타력,2017,0.443
SK,장타력,2018,0.449
SK,장타력,2019,0.416
SK,장타력,2020,0.462
SK,OPS,1982,NA
SK,OPS,1983,NA
SK,OPS,1984,NA
SK,OPS,1985,NA
SK,OPS,1986,NA
SK,OPS,1987,NA
SK,OPS,1988,NA
SK,OPS,1989,NA
SK,OPS,1990,NA
SK,OPS,1991,NA
SK,OPS,1992,NA
SK,OPS,1993,NA
SK,OPS,1994,NA
SK,OPS,1995,NA
SK,OPS,1996,NA
SK,OPS,1997,NA
SK,OPS,1998,NA
SK,OPS,1999,NA
SK,OPS,2000,NA
SK,OPS,2001,NA
SK,OPS,2002,NA
SK,OPS,2003,NA
SK,OPS,2004,NA
SK,OPS,2005,NA
SK,OPS,2006,NA
SK,OPS,2007,NA
SK,OPS,2008,NA
SK,OPS,2009,NA
SK,OPS,2010,NA
SK,OPS,2011,NA
SK,OPS,2012,NA
SK,OPS,2013,0.685
SK,OPS,2014,0.8
SK,OPS,2015,0.822
SK,OPS,2016,0.824
SK,OPS,2017,0.887
SK,OPS,2018,0.733
SK,OPS,2019,0.762
SK,OPS,2020,0.828
SK,타율,1982,NA
SK,타율,1983,NA
SK,타율,1984,NA
SK,타율,1985,NA
SK,타율,1986,NA
SK,타율,1987,NA
SK,타율,1988,NA
SK,타율,1989,NA
SK,타율,1990,NA
SK,타율,1991,NA
SK,타율,1992,NA
SK,타율,1993,NA
SK,타율,1994,NA
SK,타율,1995,NA
SK,타율,1996,NA
SK,타율,1997,NA
SK,타율,1998,NA
SK,타율,1999,NA
SK,타율,2000,0.26
SK,타율,2001,0.26
SK,타율,2002,0.27
SK,타율,2003,0.272
SK,타율,2004,0.272
SK,타율,2005,0.269
SK,타율,2006,0.254
SK,타율,2007,0.264
SK,타율,2008,0.283
SK,타율,2009,0.285
SK,타율,2010,0.274
SK,타율,2011,0.263
SK,타율,2012,0.258
SK,타율,2013,0.266
SK,타율,2014,0.295
SK,타율,2015,0.272
SK,타율,2016,0.291
SK,타율,2017,0.271
SK,타율,2018,0.281
SK,타율,2019,0.262
SK,타율,2020,0.25
NA,출루율,1982,NA
NA,출루율,1983,NA
NA,출루율,1984,NA
NA,출루율,1985,NA
NA,출루율,1986,NA
NA,출루율,1987,NA
NA,출루율,1988,NA
NA,출루율,1989,NA
NA,출루율,1990,NA
NA,출루율,1991,NA
NA,출루율,1992,NA
NA,출루율,1993,NA
NA,출루율,1994,NA
NA,출루율,1995,NA
NA,출루율,1996,NA
NA,출루율,1997,NA
NA,출루율,1998,NA
NA,출루율,1999,NA
NA,출루율,2000,0.332
NA,출루율,2001,0.337
NA,출루율,2002,0.339
NA,출루율,2003,0.36
NA,출루율,2004,0.357
NA,출루율,2005,0.355
NA,출루율,2006,0.329
NA,출루율,2007,0.341
NA,출루율,2008,0.366
NA,출루율,2009,0.369
NA,출루율,2010,0.355
NA,출루율,2011,0.344
NA,출루율,2012,0.333
NA,출루율,2013,0.346
NA,출루율,2014,0.361
NA,출루율,2015,0.349
NA,출루율,2016,0.356
NA,출루율,2017,0.35
NA,출루율,2018,0.356
NA,출루율,2019,0.334
NA,출루율,2020,0.329
NA,장타력,1982,NA
NA,장타력,1983,NA
NA,장타력,1984,NA
NA,장타력,1985,NA
NA,장타력,1986,NA
NA,장타력,1987,NA
NA,장타력,1988,NA
NA,장타력,1989,NA
NA,장타력,1990,NA
NA,장타력,1991,NA
NA,장타력,1992,NA
NA,장타력,1993,NA
NA,장타력,1994,NA
NA,장타력,1995,NA
NA,장타력,1996,NA
NA,장타력,1997,NA
NA,장타력,1998,NA
NA,장타력,1999,NA
NA,장타력,2000,0.383
NA,장타력,2001,0.397
NA,장타력,2002,0.433
NA,장타력,2003,0.431
NA,장타력,2004,0.411
NA,장타력,2005,0.426
NA,장타력,2006,0.375
NA,장타력,2007,0.427
NA,장타력,2008,0.44
NA,장타력,2009,0.453
NA,장타력,2010,0.412
NA,장타력,2011,0.385
NA,장타력,2012,0.384
NA,장타력,2013,0.456
NA,장타력,2014,0.434
NA,장타력,2015,0.498
NA,장타력,2016,0.454
NA,장타력,2017,0.465
NA,장타력,2018,0.473
NA,장타력,2019,0.384
NA,장타력,2020,0.383
NA,OPS,1982,NA
NA,OPS,1983,NA
NA,OPS,1984,NA
NA,OPS,1985,NA
NA,OPS,1986,NA
NA,OPS,1987,NA
NA,OPS,1988,NA
NA,OPS,1989,NA
NA,OPS,1990,NA
NA,OPS,1991,NA
NA,OPS,1992,NA
NA,OPS,1993,NA
NA,OPS,1994,NA
NA,OPS,1995,NA
NA,OPS,1996,NA
NA,OPS,1997,NA
NA,OPS,1998,NA
NA,OPS,1999,NA
NA,OPS,2000,0.716
NA,OPS,2001,0.728
NA,OPS,2002,0.772
NA,OPS,2003,0.781
NA,OPS,2004,0.768
NA,OPS,2005,0.757
NA,OPS,2006,0.738
NA,OPS,2007,0.744
NA,OPS,2008,0.765
NA,OPS,2009,0.822
NA,OPS,2010,0.768
NA,OPS,2011,0.726
NA,OPS,2012,0.717
NA,OPS,2013,0.752
NA,OPS,2014,0.795
NA,OPS,2015,0.759
NA,OPS,2016,0.815
NA,OPS,2017,0.868
NA,OPS,2018,0.829
NA,OPS,2019,0.718
NA,OPS,2020,0.712
